Washington Bullets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
howarju01,41:00,12,14,.857,0,0,,3,6,.500,1,6,7,1,3,1,9,4,27
webbech01,40:00,9,18,.500,0,0,,4,10,.400,6,6,12,7,5,2,1,1,22
packro01,36:00,5,16,.313,0,3,.000,4,5,.800,1,4,5,9,1,0,5,2,14
cheanca01,34:00,6,13,.462,0,1,.000,2,2,1.000,0,4,4,0,1,0,4,2,14
muresgh01,29:00,5,9,.556,0,0,,3,6,.500,6,4,10,0,1,2,1,4,13
legleti01,22:00,3,5,.600,2,3,.667,0,0,,0,2,2,0,1,0,2,2,8
mcilvji01,18:00,1,2,.500,0,0,,2,2,1.000,2,3,5,1,0,2,0,1,4
pricebr01,12:00,2,5,.400,1,3,.333,1,2,.500,0,1,1,3,2,0,1,4,6
wallara01,8:00,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,3,0
Team Totals,240,43,83,.518,3,10,.300,19,33,.576,16,30,46,22,14,7,23,23,108
Los Angeles Clippers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
vaughlo01,48:00,8,17,.471,0,0,,3,4,.750,1,9,10,1,3,0,2,3,19
delebi01,38:00,16,23,.696,0,0,,1,2,.500,4,10,14,1,4,1,3,1,33
murrala01,29:00,3,7,.429,0,1,.000,0,0,,0,0,0,2,2,0,5,2,6
sealyma01,28:00,3,11,.273,0,2,.000,0,0,,2,5,7,1,0,1,1,3,6
richapo01,23:00,2,8,.250,1,4,.250,0,0,,0,0,0,8,2,0,2,3,5
deherte01,27:00,3,11,.273,0,1,.000,3,6,.500,2,0,2,5,0,1,3,3,9
barrybr01,18:00,3,4,.750,3,3,1.000,0,0,,0,1,1,1,3,1,3,1,9
piatker01,17:00,0,1,.000,0,1,.000,6,7,.857,1,2,3,1,0,0,1,5,6
towerke01,10:00,3,5,.600,0,0,,0,0,,3,0,3,0,1,0,1,2,6
outlabo01,2:00,1,1,1.000,0,0,,3,4,.750,1,1,2,0,0,0,1,0,5
Team Totals,240,42,88,.477,4,12,.333,16,23,.696,14,28,42,20,15,4,22,23,104
