Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
hamilri01,44:00,3,10,.300,0,2,.000,12,14,.857,1,2,3,7,1,0,4,2,18,+5
billuch01,39:00,2,7,.286,1,3,.333,6,6,1.000,1,5,6,4,0,0,3,3,11,-6
wallara01,38:00,8,16,.500,1,3,.333,2,2,1.000,1,12,13,0,0,1,2,2,19,-3
princta01,35:00,3,9,.333,0,0,,1,2,.500,3,1,4,5,0,1,0,2,7,-4
wallabe01,32:00,5,10,.500,0,0,,1,2,.500,2,9,11,0,2,1,0,1,11,+7
mcdyean01,26:00,5,9,.556,0,0,,1,2,.500,2,3,5,0,0,3,2,3,11,+14
hunteli01,20:00,5,8,.625,0,1,.000,0,0,,0,2,2,4,2,0,0,1,10,+21
duprero01,6:00,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,0,1,2,+11
Team Totals,240,32,71,.451,2,9,.222,23,28,.821,10,34,44,21,5,6,11,15,89,
New Jersey Nets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
cartevi01,42:00,7,20,.350,0,3,.000,5,7,.714,3,4,7,4,2,2,3,3,19,-9
kiddja01,40:00,5,13,.385,2,6,.333,1,1,1.000,0,6,6,7,0,0,1,2,13,+7
collija04,40:00,2,7,.286,0,0,,2,2,1.000,2,8,10,1,2,2,2,4,6,-6
krstine01,38:00,4,8,.500,0,0,,2,2,1.000,3,2,5,0,1,1,1,5,10,+4
buforro01,37:00,5,12,.417,0,0,,0,0,,2,5,7,1,1,0,0,3,10,-11
besttr01,22:00,6,17,.353,2,5,.400,2,2,1.000,0,1,1,2,2,0,2,1,16,-11
smithja01,17:00,3,9,.333,0,0,,0,0,,3,1,4,0,0,0,0,3,6,-12
vaughja01,3:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-7
moisoje01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Team Totals,240,32,86,.372,4,14,.286,12,14,.857,13,27,40,15,8,5,9,22,80,
