Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
millste01,38:00,7,18,.389,0,4,.000,2,2,1.000,5,6,11,5,3,0,3,6,16
dumarjo01,36:00,11,22,.500,2,7,.286,0,0,,2,0,2,4,2,0,3,3,24
leckner01,23:00,4,8,.500,0,0,,1,2,.500,1,7,8,1,0,0,2,3,9
hillgr01,14:00,0,3,.000,0,0,,0,2,.000,1,2,3,2,2,0,0,2,0
knighne01,13:00,1,3,.333,1,1,1.000,0,2,.000,1,0,1,2,1,0,0,0,3
addisra01,34:00,7,13,.538,0,0,,1,2,.500,1,2,3,2,3,0,1,2,15
dawkijo01,27:00,1,4,.250,0,1,.000,0,0,,0,0,0,1,2,0,0,3,2
houstal01,20:00,6,10,.600,3,5,.600,0,0,,0,0,0,3,0,0,1,3,15
newbiiv01,18:00,0,1,.000,0,0,,0,2,.000,2,1,3,1,0,1,1,5,0
curlebi01,17:00,2,5,.400,0,0,,0,0,,0,5,5,2,1,0,0,4,4
Team Totals,240,39,87,.448,6,18,.333,4,12,.333,13,23,36,23,14,1,11,31,88
Sacramento Kings
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
grantbr01,37:00,8,14,.571,0,0,,8,13,.615,5,8,13,1,0,6,3,2,24
williwa02,37:00,4,8,.500,3,4,.750,4,6,.667,1,3,4,3,3,0,4,4,15
richmmi01,36:00,8,16,.500,2,4,.500,4,4,1.000,0,2,2,3,0,1,2,1,22
polynol01,35:00,3,6,.500,0,0,,1,2,.500,4,11,15,2,1,1,1,2,7
webbsp01,30:00,1,5,.200,0,0,,3,4,.750,1,2,3,4,0,0,3,2,5
hurlebo01,18:00,2,3,.667,1,1,1.000,2,6,.333,0,3,3,2,0,0,4,2,7
smithmi02,18:00,1,5,.200,0,0,,0,0,,3,4,7,0,0,0,0,1,2
brownra02,14:00,0,5,.000,0,1,.000,2,2,1.000,0,0,0,1,0,0,0,2,2
abdelal01,11:00,3,6,.500,0,0,,4,4,1.000,2,2,4,0,0,0,4,1,10
causwdu01,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
leedo01,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,240,30,68,.441,6,10,.600,28,41,.683,16,35,51,16,4,8,21,17,94
