Sacramento Kings
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
stojape01,42:00,4,15,.267,1,7,.143,4,4,1.000,1,5,6,2,2,1,0,2,13,+13
webbech01,41:00,15,21,.714,0,0,,3,6,.500,4,7,11,5,0,1,2,4,33,+9
chrisdo01,36:00,6,13,.462,3,6,.500,0,0,,4,2,6,5,3,1,0,2,15,+12
divacvl01,31:00,5,11,.455,0,0,,0,0,,4,7,11,3,2,0,3,1,10,+13
willija02,30:00,4,11,.364,3,9,.333,0,0,,0,1,1,5,0,0,0,0,11,+17
pollasc01,17:00,4,6,.667,0,0,,5,6,.833,0,3,3,0,1,0,0,1,13,-1
jacksbo01,17:00,2,7,.286,0,0,,0,0,,1,1,2,2,2,0,0,0,4,-2
barryjo01,15:00,1,3,.333,0,1,.000,0,0,,1,0,1,2,0,0,0,0,2,0
turkohe01,9:00,0,2,.000,0,1,.000,0,0,,1,1,2,0,0,1,1,3,0,+2
martida01,2:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-3
Team Totals,240,41,90,.456,7,24,.292,12,16,.750,16,28,44,24,10,4,6,13,101,
Los Angeles Clippers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
odomla01,45:00,4,11,.364,0,3,.000,2,2,1.000,1,9,10,8,0,3,4,3,10,-12
piatker01,38:00,3,13,.231,2,3,.667,0,0,,0,3,3,1,0,0,1,2,8,-15
mcinnje01,36:00,6,13,.462,2,3,.667,2,2,1.000,1,4,5,6,0,0,3,0,16,-15
milesda01,31:00,8,13,.615,0,0,,0,2,.000,2,2,4,0,0,0,0,2,16,-13
olowomi01,26:00,5,12,.417,0,0,,0,0,,2,3,5,1,0,2,0,0,10,-13
parksch02,26:00,8,13,.615,0,2,.000,0,1,.000,7,6,13,2,2,0,0,2,16,+5
doolike01,16:00,1,4,.250,0,1,.000,0,0,,0,2,2,3,0,0,2,0,2,+6
stronde01,10:00,1,2,.500,0,0,,0,0,,1,2,3,0,0,0,1,0,2,0
boykiea01,9:00,3,5,.600,0,0,,0,0,,0,0,0,1,0,0,0,0,6,0
rooksse01,3:00,1,1,1.000,0,0,,1,2,.500,0,0,0,0,0,0,0,2,3,-3
Team Totals,240,40,87,.460,4,12,.333,5,9,.556,14,31,45,22,2,5,11,11,89,
