Washington Wizards
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
hamilri01,42:00,7,19,.368,0,1,.000,4,4,1.000,0,3,3,6,1,0,2,0,18,+4
richmmi01,41:00,11,16,.688,2,3,.667,5,7,.714,0,5,5,1,1,0,3,3,29,+7
howarju01,40:00,8,21,.381,0,0,,5,6,.833,6,2,8,5,1,0,2,5,21,+2
whitnch01,36:00,5,7,.714,3,5,.600,3,3,1.000,1,3,4,8,0,0,4,4,16,+2
whiteja01,17:00,3,4,.750,0,0,,1,2,.500,1,6,7,0,0,1,0,0,7,-6
nesbyty01,21:00,1,7,.143,0,1,.000,2,2,1.000,2,1,3,0,2,0,0,1,4,-1
smithmi02,21:00,2,3,.667,0,0,,0,0,,2,5,7,0,0,2,0,2,4,+1
jonespo01,18:00,1,4,.250,0,0,,0,0,,2,3,5,0,1,1,1,4,2,+9
kingge02,4:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-3
Team Totals,240,38,81,.469,5,10,.500,20,24,.833,14,28,42,20,6,4,13,20,101,
Denver Nuggets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
vanexni01,43:00,6,17,.353,2,6,.333,2,2,1.000,0,2,2,15,1,0,5,1,16,+3
lafrera01,36:00,7,17,.412,0,1,.000,3,3,1.000,5,6,11,2,0,4,0,4,17,+2
lenarvo01,32:00,5,9,.556,2,5,.400,1,2,.500,0,3,3,6,1,0,2,2,13,+4
mcdyean01,31:00,12,20,.600,0,0,,5,6,.833,4,5,9,2,0,2,0,4,29,+1
poseyja01,27:00,3,4,.750,0,1,.000,2,2,1.000,2,5,7,1,0,3,2,4,8,-2
mccloge01,26:00,0,1,.000,0,1,.000,1,2,.500,0,2,2,1,1,2,1,0,1,-7
willike02,19:00,2,7,.286,0,0,,0,0,,1,3,4,0,0,1,1,2,4,-6
bowenry01,11:00,2,2,1.000,0,0,,0,0,,1,2,3,1,1,1,0,2,4,-1
stricma01,10:00,1,3,.333,0,0,,2,4,.500,1,0,1,1,0,0,0,0,4,-3
packro01,5:00,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,1,1,2,-6
Team Totals,240,39,83,.470,4,14,.286,16,21,.762,14,28,42,29,4,13,12,20,98,
