Minnesota Timberwolves
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
davisri01,44:56,14,29,.483,5,9,.556,9,10,.900,1,5,6,5,2,1,4,1,42,-8
smithcr01,35:47,4,7,.571,0,0,,6,7,.857,6,7,13,1,1,0,4,3,14,+1
jamesmi01,25:09,4,11,.364,1,2,.500,3,4,.750,1,1,2,2,0,0,1,2,12,-21
reedju01,24:56,3,8,.375,0,0,,3,4,.750,1,3,4,2,1,0,3,2,9,-11
hassetr01,23:03,1,2,.500,0,0,,0,0,,0,3,3,2,0,0,2,2,2,-28
blounma01,25:51,3,6,.500,0,0,,0,1,.000,4,7,11,2,1,1,4,4,6,-1
foyera01,23:22,5,15,.333,1,4,.250,2,2,1.000,1,2,3,2,1,0,3,3,13,+7
mccanra01,14:04,1,4,.250,0,2,.000,2,2,1.000,0,1,1,0,1,0,0,1,4,-13
wrighbr02,13:26,1,3,.333,1,3,.333,3,4,.750,1,2,3,4,0,0,0,0,6,+24
madsema01,9:26,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-15
Team Totals,240,36,85,.424,8,20,.400,28,34,.824,15,31,46,20,7,2,21,19,108,
Golden State Warriors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
richaja01,37:07,11,17,.647,4,7,.571,6,7,.857,4,8,12,7,3,1,1,2,32,+41
ellismo01,31:54,4,7,.571,0,0,,4,6,.667,1,2,3,3,4,0,1,2,12,+34
harrial01,25:48,7,13,.538,1,4,.250,3,3,1.000,1,5,6,3,0,1,2,2,18,+40
jacksst02,25:09,3,9,.333,2,5,.400,0,0,,0,3,3,2,1,0,2,2,8,+32
davisba01,24:39,6,13,.462,1,3,.333,4,4,1.000,2,1,3,7,4,0,1,0,17,+38
barnema02,25:44,1,7,.143,0,6,.000,0,0,,2,3,5,4,0,1,0,3,2,-20
biedran01,15:09,1,4,.250,0,0,,0,0,,0,5,5,1,0,0,0,2,2,-6
azubuke01,14:47,4,9,.444,1,3,.333,2,4,.500,1,0,1,0,1,0,2,3,11,-22
jasiksa01,12:00,1,5,.200,0,4,.000,0,0,,0,0,0,0,0,0,5,1,2,-27
pietrmi01,11:58,4,4,1.000,3,3,1.000,0,0,,0,3,3,1,0,0,1,4,11,+1
poweljo01,8:42,1,2,.500,0,0,,2,2,1.000,0,1,1,0,0,0,0,1,4,-25
foylead01,7:03,0,2,.000,0,0,,2,2,1.000,2,2,4,1,0,1,1,2,2,-21
Team Totals,240,43,92,.467,12,35,.343,23,28,.821,13,33,46,29,13,4,16,24,121,
