"   ","INSTANCE_NUMBER","SNAP_ID","SNAP_TIME","EVENT_NAME","WAITS","WAIT_TIME","AVGWAIT","PCT_DB_TIME","WAIT_CLASS"
"1691","1","2327","9/7/2013 11:45:50 AM","db file sequential read","1253","6","5","70.6","User I/O"
"1692","1","2327","9/7/2013 11:45:50 AM","db file scattered read","14","0","3","0.5","User I/O"
"1693","1","2327","9/7/2013 11:45:50 AM","db file sequential read","1253","6","5","70.6","User I/O"
"1694","1","2328","9/7/2013 12:15:50 PM","db file scattered read","14907","28","2","9.3","User I/O"
"1695","1","2328","9/7/2013 12:15:50 PM","db file sequential read","31573","110","3","36","User I/O"
"1696","1","2328","9/7/2013 12:15:50 PM","direct path read","272","0","0","0","User I/O"
"1697","1","2328","9/7/2013 12:15:50 PM","db file scattered read","14907","28","2","9.3","User I/O"
"1698","1","2328","9/7/2013 12:15:50 PM","db file sequential read","31573","110","3","36","User I/O"
"1699","1","2328","9/7/2013 12:15:50 PM","direct path read","272","0","0","0","User I/O"
"1700","1","2329","9/7/2013 12:45:50 PM","direct path read","344","1","3","3.8","User I/O"
"1701","1","2329","9/7/2013 12:45:50 PM","db file scattered read","3","0","9","0.1","User I/O"
"1702","1","2329","9/7/2013 12:45:50 PM","db file sequential read","818","5","6","17.1","User I/O"
"1703","1","2329","9/7/2013 12:45:50 PM","db file scattered read","3","0","9","0.1","User I/O"
"1704","1","2329","9/7/2013 12:45:50 PM","db file sequential read","818","5","6","17.1","User I/O"
"1705","1","2329","9/7/2013 12:45:50 PM","direct path read","344","1","3","3.8","User I/O"
"1706","1","2330","9/7/2013 1:15:50 PM","db file scattered read","14967","28","2","9.3","User I/O"
"1707","1","2330","9/7/2013 1:15:50 PM","db file sequential read","31609","111","4","36.1","User I/O"
"1708","1","2330","9/7/2013 1:15:50 PM","direct path read","324","1","3","0.3","User I/O"
"1709","1","2330","9/7/2013 1:15:50 PM","db file scattered read","14967","28","2","9.3","User I/O"
"1710","1","2330","9/7/2013 1:15:50 PM","db file sequential read","31609","111","4","36.1","User I/O"
"1711","1","2330","9/7/2013 1:15:50 PM","direct path read","324","1","3","0.3","User I/O"
"1712","1","2331","9/7/2013 1:45:50 PM","db file scattered read","17","0","5","0.3","User I/O"
"1713","1","2331","9/7/2013 1:45:50 PM","db file sequential read","1025","5","4","14","User I/O"
"1714","1","2331","9/7/2013 1:45:50 PM","direct path read","293","0","0","0.2","User I/O"
"1715","1","2331","9/7/2013 1:45:50 PM","db file scattered read","17","0","5","0.3","User I/O"
"1716","1","2331","9/7/2013 1:45:50 PM","db file sequential read","1025","5","4","14","User I/O"
"1717","1","2331","9/7/2013 1:45:50 PM","direct path read","293","0","0","0.2","User I/O"
"1718","1","2332","9/7/2013 2:15:50 PM","db file scattered read","14916","28","2","9.1","User I/O"
"1719","1","2332","9/7/2013 2:15:50 PM","db file sequential read","31135","111","4","35.5","User I/O"
"1720","1","2332","9/7/2013 2:15:50 PM","direct path read","280","1","3","0.3","User I/O"
"1721","1","2332","9/7/2013 2:15:50 PM","db file scattered read","14916","28","2","9.1","User I/O"
"1722","1","2332","9/7/2013 2:15:50 PM","db file sequential read","31135","111","4","35.5","User I/O"
"1723","1","2332","9/7/2013 2:15:50 PM","direct path read","280","1","3","0.3","User I/O"
"1724","1","2333","9/7/2013 2:45:50 PM","db file sequential read","931","5","5","16","User I/O"
"1725","1","2333","9/7/2013 2:45:50 PM","direct path read","274","0","0","0.2","User I/O"
"1726","1","2333","9/7/2013 2:45:50 PM","db file scattered read","15","0","5","0.2","User I/O"
"1727","1","2333","9/7/2013 2:45:50 PM","db file sequential read","931","5","5","16","User I/O"
"1728","1","2333","9/7/2013 2:45:50 PM","direct path read","274","0","0","0.2","User I/O"
"1729","1","2333","9/7/2013 2:45:50 PM","db file scattered read","15","0","5","0.2","User I/O"
"1730","1","2335","9/7/2013 3:45:50 PM","direct path read","251","0","0","0.1","User I/O"
"1731","1","2335","9/7/2013 3:45:50 PM","db file scattered read","9","0","4","0.1","User I/O"
"1732","1","2335","9/7/2013 3:45:50 PM","db file sequential read","705","3","5","11","User I/O"
"1733","1","2335","9/7/2013 3:45:50 PM","direct path read","251","0","0","0.1","User I/O"
"1734","1","2335","9/7/2013 3:45:50 PM","db file scattered read","9","0","4","0.1","User I/O"
"1735","1","2335","9/7/2013 3:45:50 PM","db file sequential read","705","3","5","11","User I/O"
"1736","1","2336","9/7/2013 4:15:50 PM","db file scattered read","14725","29","2","9.4","User I/O"
"1737","1","2336","9/7/2013 4:15:50 PM","db file sequential read","30869","111","4","35.7","User I/O"
"1738","1","2336","9/7/2013 4:15:50 PM","direct path read","342","2","5","0.5","User I/O"
"1739","1","2336","9/7/2013 4:15:50 PM","db file scattered read","14725","29","2","9.4","User I/O"
"1740","1","2336","9/7/2013 4:15:50 PM","db file sequential read","30869","111","4","35.7","User I/O"
"1741","1","2336","9/7/2013 4:15:50 PM","direct path read","342","2","5","0.5","User I/O"
"1742","1","2337","9/7/2013 4:45:50 PM","db file sequential read","493","2","5","9.3","User I/O"
"1743","1","2337","9/7/2013 4:45:50 PM","direct path read","238","0","0","0.1","User I/O"
"1744","1","2337","9/7/2013 4:45:50 PM","db file scattered read","3","0","5","0.1","User I/O"
"1745","1","2337","9/7/2013 4:45:50 PM","db file scattered read","3","0","5","0.1","User I/O"
"1746","1","2337","9/7/2013 4:45:50 PM","db file sequential read","493","2","5","9.3","User I/O"
"1747","1","2337","9/7/2013 4:45:50 PM","direct path read","238","0","0","0.1","User I/O"
"1748","1","2339","9/7/2013 5:45:50 PM","db file scattered read","4","0","5","0.1","User I/O"
"1749","1","2339","9/7/2013 5:45:50 PM","db file sequential read","694","3","4","11.8","User I/O"
"1750","1","2339","9/7/2013 5:45:50 PM","direct path read","204","0","0","0.1","User I/O"
"1751","1","2339","9/7/2013 5:45:50 PM","db file scattered read","4","0","5","0.1","User I/O"
"1752","1","2339","9/7/2013 5:45:50 PM","db file sequential read","694","3","4","11.8","User I/O"
"1753","1","2339","9/7/2013 5:45:50 PM","direct path read","204","0","0","0.1","User I/O"
"1754","1","2340","9/7/2013 6:15:50 PM","db file scattered read","14595","28","2","9.1","User I/O"
"1755","1","2340","9/7/2013 6:15:50 PM","db file sequential read","30710","112","4","36.1","User I/O"
"1756","1","2340","9/7/2013 6:15:50 PM","direct path read","320","1","3","0.3","User I/O"
"1757","1","2340","9/7/2013 6:15:50 PM","db file scattered read","14595","28","2","9.1","User I/O"
"1758","1","2340","9/7/2013 6:15:50 PM","db file sequential read","30710","112","4","36.1","User I/O"
"1759","1","2340","9/7/2013 6:15:50 PM","direct path read","320","1","3","0.3","User I/O"
"1760","1","2341","9/7/2013 6:45:50 PM","db file sequential read","722","3","5","15","User I/O"
"1761","1","2341","9/7/2013 6:45:50 PM","direct path read","170","0","0","0.1","User I/O"
"1762","1","2341","9/7/2013 6:45:50 PM","db file scattered read","3","0","5","0.1","User I/O"
"1763","1","2341","9/7/2013 6:45:50 PM","db file sequential read","722","3","5","15","User I/O"
"1764","1","2341","9/7/2013 6:45:50 PM","direct path read","170","0","0","0.1","User I/O"
"1765","1","2341","9/7/2013 6:45:50 PM","db file scattered read","3","0","5","0.1","User I/O"
"1766","1","2342","9/7/2013 7:15:50 PM","db file scattered read","14612","29","2","9.3","User I/O"
"1767","1","2342","9/7/2013 7:15:50 PM","db file sequential read","30885","111","4","36.2","User I/O"
"1768","1","2342","9/7/2013 7:15:50 PM","direct path read","284","1","3","0.3","User I/O"
"1769","1","2342","9/7/2013 7:15:50 PM","db file scattered read","14612","29","2","9.3","User I/O"
"1770","1","2342","9/7/2013 7:15:50 PM","db file sequential read","30885","111","4","36.2","User I/O"
"1771","1","2342","9/7/2013 7:15:50 PM","direct path read","284","1","3","0.3","User I/O"
"1772","1","2344","9/7/2013 8:15:50 PM","db file scattered read","14629","28","2","9.1","User I/O"
"1773","1","2344","9/7/2013 8:15:50 PM","db file sequential read","31419","113","4","36.8","User I/O"
"1774","1","2344","9/7/2013 8:15:50 PM","direct path read","309","1","3","0.3","User I/O"
"1775","1","2344","9/7/2013 8:15:50 PM","db file scattered read","14629","28","2","9.1","User I/O"
"1776","1","2344","9/7/2013 8:15:50 PM","db file sequential read","31419","113","4","36.8","User I/O"
"1777","1","2344","9/7/2013 8:15:50 PM","direct path read","309","1","3","0.3","User I/O"
"1778","1","2345","9/7/2013 8:45:50 PM","db file scattered read","7","0","6","0.2","User I/O"
"1779","1","2345","9/7/2013 8:45:50 PM","db file sequential read","704","4","5","14.3","User I/O"
"1780","1","2345","9/7/2013 8:45:50 PM","direct path read","241","0","0","0.1","User I/O"
"1781","1","2345","9/7/2013 8:45:50 PM","db file scattered read","7","0","6","0.2","User I/O"
"1782","1","2345","9/7/2013 8:45:50 PM","db file sequential read","704","4","5","14.3","User I/O"
"1783","1","2345","9/7/2013 8:45:50 PM","direct path read","241","0","0","0.1","User I/O"
"1784","1","2347","9/7/2013 9:45:50 PM","db file sequential read","705","3","4","12.5","User I/O"
"1785","1","2347","9/7/2013 9:45:50 PM","direct path read","253","0","0","0.1","User I/O"
"1786","1","2347","9/7/2013 9:45:50 PM","db file scattered read","13","0","4","0.2","User I/O"
"1787","1","2347","9/7/2013 9:45:50 PM","db file sequential read","705","3","4","12.5","User I/O"
"1788","1","2347","9/7/2013 9:45:50 PM","direct path read","253","0","0","0.1","User I/O"
"1789","1","2347","9/7/2013 9:45:50 PM","db file scattered read","13","0","4","0.2","User I/O"
"1790","1","2348","9/7/2013 10:15:50 PM","db file scattered read","14722","29","2","9.2","User I/O"
"1791","1","2348","9/7/2013 10:15:50 PM","db file sequential read","31806","116","4","37","User I/O"
"1792","1","2348","9/7/2013 10:15:50 PM","direct path read","314","1","3","0.3","User I/O"
"1793","1","2348","9/7/2013 10:15:50 PM","db file scattered read","14722","29","2","9.2","User I/O"
"1794","1","2348","9/7/2013 10:15:50 PM","db file sequential read","31806","116","4","37","User I/O"
"1795","1","2348","9/7/2013 10:15:50 PM","direct path read","314","1","3","0.3","User I/O"
"1796","1","2349","9/7/2013 10:45:50 PM","db file scattered read","47","0","5","0.8","User I/O"
"1797","1","2349","9/7/2013 10:45:50 PM","db file sequential read","1054","6","5","19.9","User I/O"
"1798","1","2349","9/7/2013 10:45:50 PM","direct path read","221","0","0","0.2","User I/O"
"1799","1","2349","9/7/2013 10:45:50 PM","db file scattered read","47","0","5","0.8","User I/O"
"1800","1","2349","9/7/2013 10:45:50 PM","db file sequential read","1054","6","5","19.9","User I/O"
"1801","1","2349","9/7/2013 10:45:50 PM","direct path read","221","0","0","0.2","User I/O"
"1802","1","2350","9/7/2013 11:15:50 PM","db file scattered read","14769","29","2","9","User I/O"
"1803","1","2350","9/7/2013 11:15:50 PM","db file sequential read","31640","118","4","36.4","User I/O"
"1804","1","2350","9/7/2013 11:15:50 PM","direct path read","352","1","3","0.3","User I/O"
"1805","1","2350","9/7/2013 11:15:50 PM","db file scattered read","14769","29","2","9","User I/O"
"1806","1","2350","9/7/2013 11:15:50 PM","db file sequential read","31640","118","4","36.4","User I/O"
"1807","1","2350","9/7/2013 11:15:50 PM","direct path read","352","1","3","0.3","User I/O"
"1808","1","2352","9/8/2013 12:15:50 AM","db file scattered read","14763","29","2","9.2","User I/O"
"1809","1","2352","9/8/2013 12:15:50 AM","db file sequential read","31484","115","4","36.4","User I/O"
"1810","1","2352","9/8/2013 12:15:50 AM","direct path read","327","1","2","0.2","User I/O"
"1811","1","2353","9/8/2013 12:45:50 AM","db file scattered read","3","0","5","0.1","User I/O"
"1812","1","2353","9/8/2013 12:45:50 AM","db file sequential read","790","4","5","15","User I/O"
"1813","1","2353","9/8/2013 12:45:50 AM","direct path read","239","0","0","0.1","User I/O"
"1814","1","2355","9/8/2013 1:45:50 AM","db file scattered read","17606","207","12","9.4","User I/O"
"1815","1","2355","9/8/2013 1:45:50 AM","db file sequential read","76467","656","9","29.9","User I/O"
"1816","1","2355","9/8/2013 1:45:50 AM","direct path read","433","3","7","0.1","User I/O"
"1817","1","2355","9/8/2013 1:45:50 AM","db file scattered read","17606","207","12","9.4","User I/O"
"1818","1","2355","9/8/2013 1:45:50 AM","db file sequential read","76467","656","9","29.9","User I/O"
"1819","1","2355","9/8/2013 1:45:50 AM","direct path read","433","3","7","0.1","User I/O"
"1820","1","2356","9/8/2013 2:15:50 AM","db file scattered read","15281","31","2","9.3","User I/O"
"1821","1","2356","9/8/2013 2:15:50 AM","db file sequential read","32345","120","4","35.8","User I/O"
"1822","1","2356","9/8/2013 2:15:50 AM","direct path read","371","1","3","0.3","User I/O"
"1823","1","2356","9/8/2013 2:15:50 AM","db file scattered read","15281","31","2","9.3","User I/O"
"1824","1","2356","9/8/2013 2:15:50 AM","db file sequential read","32345","120","4","35.8","User I/O"
"1825","1","2356","9/8/2013 2:15:50 AM","direct path read","371","1","3","0.3","User I/O"
"1826","1","2357","9/8/2013 2:45:50 AM","direct path read","347","0","0","0.2","User I/O"
"1827","1","2357","9/8/2013 2:45:50 AM","db file scattered read","57","0","4","0.8","User I/O"
"1828","1","2357","9/8/2013 2:45:50 AM","db file sequential read","1382","6","4","18.8","User I/O"
"1829","1","2357","9/8/2013 2:45:50 AM","direct path read","347","0","0","0.2","User I/O"
"1830","1","2357","9/8/2013 2:45:50 AM","db file scattered read","57","0","4","0.8","User I/O"
"1831","1","2357","9/8/2013 2:45:50 AM","db file sequential read","1382","6","4","18.8","User I/O"
"1832","1","2358","9/8/2013 3:15:50 AM","db file scattered read","14801","31","2","9.2","User I/O"
"1833","1","2358","9/8/2013 3:15:50 AM","db file sequential read","31989","119","4","35.8","User I/O"
"1834","1","2358","9/8/2013 3:15:50 AM","direct path read","335","1","3","0.3","User I/O"
"1835","1","2358","9/8/2013 3:15:50 AM","db file scattered read","14801","31","2","9.2","User I/O"
"1836","1","2358","9/8/2013 3:15:50 AM","db file sequential read","31989","119","4","35.8","User I/O"
"1837","1","2358","9/8/2013 3:15:50 AM","direct path read","335","1","3","0.3","User I/O"
"1838","1","2359","9/8/2013 3:45:50 AM","db file scattered read","71","0","5","1.2","User I/O"
"1839","1","2359","9/8/2013 3:45:50 AM","db file sequential read","1120","5","4","16.7","User I/O"
"1840","1","2359","9/8/2013 3:45:50 AM","direct path read","258","0","0","0.2","User I/O"
"1841","1","2359","9/8/2013 3:45:50 AM","db file scattered read","71","0","5","1.2","User I/O"
"1842","1","2359","9/8/2013 3:45:50 AM","db file sequential read","1120","5","4","16.7","User I/O"
"1843","1","2359","9/8/2013 3:45:50 AM","direct path read","258","0","0","0.2","User I/O"
"1844","1","2361","9/8/2013 4:45:50 AM","direct path read","257","0","0","0.1","User I/O"
"1845","1","2361","9/8/2013 4:45:50 AM","db file scattered read","21","0","6","0.4","User I/O"
"1846","1","2361","9/8/2013 4:45:50 AM","db file sequential read","1283","5","4","18.7","User I/O"
"1847","1","2361","9/8/2013 4:45:50 AM","direct path read","257","0","0","0.1","User I/O"
"1848","1","2361","9/8/2013 4:45:50 AM","db file scattered read","21","0","6","0.4","User I/O"
"1849","1","2361","9/8/2013 4:45:50 AM","db file sequential read","1283","5","4","18.7","User I/O"
"1850","1","2438","9/9/2013 7:15:50 PM","db file sequential read","37070","140","4","37.2","User I/O"
"1851","1","2438","9/9/2013 7:15:50 PM","direct path read","116","0","3","0.1","User I/O"
"1852","1","2438","9/9/2013 7:15:50 PM","direct path read","116","0","3","0.1","User I/O"
"1853","1","2438","9/9/2013 7:15:50 PM","db file scattered read","15658","32","2","8.4","User I/O"
"1854","1","2363","9/8/2013 5:45:50 AM","db file scattered read","5","0","4","0.3","User I/O"
"1855","1","2363","9/8/2013 5:45:50 AM","db file sequential read","701","3","5","50.3","User I/O"
"1856","1","2363","9/8/2013 5:45:50 AM","db file scattered read","5","0","4","0.3","User I/O"
"1857","1","2363","9/8/2013 5:45:50 AM","db file sequential read","701","3","5","50.3","User I/O"
"1858","1","2364","9/8/2013 6:15:50 AM","db file scattered read","14828","30","2","9.1","User I/O"
"1859","1","2364","9/8/2013 6:15:50 AM","db file sequential read","32340","119","4","36.5","User I/O"
"1860","1","2364","9/8/2013 6:15:50 AM","direct path read","251","0","0","0","User I/O"
"1861","1","2364","9/8/2013 6:15:50 AM","db file scattered read","14828","30","2","9.1","User I/O"
"1862","1","2364","9/8/2013 6:15:50 AM","db file sequential read","32340","119","4","36.5","User I/O"
"1863","1","2364","9/8/2013 6:15:50 AM","direct path read","251","0","0","0","User I/O"
"1864","1","2365","9/8/2013 6:45:50 AM","db file scattered read","49","0","2","0.3","User I/O"
"1865","1","2365","9/8/2013 6:45:50 AM","db file sequential read","1360","6","4","16.6","User I/O"
"1866","1","2365","9/8/2013 6:45:50 AM","direct path read","354","1","3","2.9","User I/O"
"1867","1","2365","9/8/2013 6:45:50 AM","db file scattered read","49","0","2","0.3","User I/O"
"1868","1","2365","9/8/2013 6:45:50 AM","db file sequential read","1360","6","4","16.6","User I/O"
"1869","1","2365","9/8/2013 6:45:50 AM","direct path read","354","1","3","2.9","User I/O"
"1870","1","2367","9/8/2013 7:45:50 AM","db file scattered read","4","0","5","0.1","User I/O"
"1871","1","2367","9/8/2013 7:45:50 AM","db file sequential read","775","4","5","13.8","User I/O"
"1872","1","2367","9/8/2013 7:45:50 AM","direct path read","276","0","0","0.3","User I/O"
"1873","1","2367","9/8/2013 7:45:50 AM","db file scattered read","4","0","5","0.1","User I/O"
"1874","1","2367","9/8/2013 7:45:50 AM","db file sequential read","775","4","5","13.8","User I/O"
"1875","1","2367","9/8/2013 7:45:50 AM","direct path read","276","0","0","0.3","User I/O"
"1876","1","2369","9/8/2013 8:45:50 AM","db file sequential read","1281","5","4","17.9","User I/O"
"1877","1","2369","9/8/2013 8:45:50 AM","direct path read","285","0","0","0.3","User I/O"
"1878","1","2369","9/8/2013 8:45:50 AM","db file scattered read","39","0","3","0.4","User I/O"
"1879","1","2369","9/8/2013 8:45:50 AM","db file sequential read","1281","5","4","17.9","User I/O"
"1880","1","2369","9/8/2013 8:45:50 AM","direct path read","285","0","0","0.3","User I/O"
"1881","1","2369","9/8/2013 8:45:50 AM","db file scattered read","39","0","3","0.4","User I/O"
"1882","1","2370","9/8/2013 9:15:50 AM","db file scattered read","14949","31","2","9.2","User I/O"
"1883","1","2370","9/8/2013 9:15:50 AM","db file scattered read","14949","31","2","9.2","User I/O"
"1884","1","2370","9/8/2013 9:15:50 AM","db file sequential read","32436","120","4","36.1","User I/O"
"1885","1","2370","9/8/2013 9:15:50 AM","direct path read","296","1","3","0.2","User I/O"
"1886","1","2370","9/8/2013 9:15:50 AM","db file sequential read","32436","120","4","36.1","User I/O"
"1887","1","2370","9/8/2013 9:15:50 AM","direct path read","296","1","3","0.2","User I/O"
"1888","1","2371","9/8/2013 9:45:50 AM","db file scattered read","590","4","7","1","User I/O"
"1889","1","2371","9/8/2013 9:45:50 AM","db file sequential read","100408","154","2","38","User I/O"
"1890","1","2371","9/8/2013 9:45:50 AM","db file scattered read","590","4","7","1","User I/O"
"1891","1","2371","9/8/2013 9:45:50 AM","direct path read","230","1","2","0.1","User I/O"
"1892","1","2371","9/8/2013 9:45:50 AM","db file sequential read","100408","154","2","38","User I/O"
"1893","1","2371","9/8/2013 9:45:50 AM","direct path read","230","1","2","0.1","User I/O"
"1894","1","2372","9/8/2013 10:15:50 AM","db file scattered read","15004","30","2","8.8","User I/O"
"1895","1","2372","9/8/2013 10:15:50 AM","db file sequential read","33600","125","4","37","User I/O"
"1896","1","2372","9/8/2013 10:15:50 AM","direct path read","144","0","3","0.1","User I/O"
"1897","1","2372","9/8/2013 10:15:50 AM","db file scattered read","15004","30","2","8.8","User I/O"
"1898","1","2372","9/8/2013 10:15:50 AM","db file sequential read","33600","125","4","37","User I/O"
"1899","1","2372","9/8/2013 10:15:50 AM","direct path read","144","0","3","0.1","User I/O"
"1900","1","2373","9/8/2013 10:45:50 AM","db file scattered read","49","0","2","0.3","User I/O"
"1901","1","2373","9/8/2013 10:45:50 AM","db file sequential read","1408","5","4","15.3","User I/O"
"1902","1","2373","9/8/2013 10:45:50 AM","direct path read","68","0","1","0.1","User I/O"
"1903","1","2373","9/8/2013 10:45:50 AM","db file scattered read","49","0","2","0.3","User I/O"
"1904","1","2373","9/8/2013 10:45:50 AM","db file sequential read","1408","5","4","15.3","User I/O"
"1905","1","2373","9/8/2013 10:45:50 AM","direct path read","68","0","1","0.1","User I/O"
"1906","1","2374","9/8/2013 11:15:50 AM","db file sequential read","33996","126","4","36.9","User I/O"
"1907","1","2374","9/8/2013 11:15:50 AM","direct path read","200","1","4","0.2","User I/O"
"1908","1","2374","9/8/2013 11:15:50 AM","db file scattered read","15035","29","2","8.4","User I/O"
"1909","1","2374","9/8/2013 11:15:50 AM","db file sequential read","33996","126","4","36.9","User I/O"
"1910","1","2374","9/8/2013 11:15:50 AM","direct path read","200","1","4","0.2","User I/O"
"1911","1","2374","9/8/2013 11:15:50 AM","db file scattered read","15035","29","2","8.4","User I/O"
"1912","1","2375","9/8/2013 11:45:50 AM","db file scattered read","49","0","2","0.4","User I/O"
"1913","1","2375","9/8/2013 11:45:50 AM","db file sequential read","1229","5","4","16.6","User I/O"
"1914","1","2375","9/8/2013 11:45:50 AM","direct path read","90","0","0","0","User I/O"
"1915","1","2375","9/8/2013 11:45:50 AM","db file scattered read","49","0","2","0.4","User I/O"
"1916","1","2375","9/8/2013 11:45:50 AM","db file sequential read","1229","5","4","16.6","User I/O"
"1917","1","2375","9/8/2013 11:45:50 AM","direct path read","90","0","0","0","User I/O"
"1918","1","2377","9/8/2013 12:45:50 PM","db file scattered read","3","0","5","0.1","User I/O"
"1919","1","2377","9/8/2013 12:45:50 PM","db file sequential read","931","4","4","14.4","User I/O"
"1920","1","2377","9/8/2013 12:45:50 PM","direct path read","85","0","0","0","User I/O"
"1921","1","2377","9/8/2013 12:45:50 PM","db file scattered read","3","0","5","0.1","User I/O"
"1922","1","2377","9/8/2013 12:45:50 PM","db file sequential read","931","4","4","14.4","User I/O"
"1923","1","2377","9/8/2013 12:45:50 PM","direct path read","85","0","0","0","User I/O"
"1924","1","2378","9/8/2013 1:15:50 PM","db file scattered read","15049","30","2","8.9","User I/O"
"1925","1","2378","9/8/2013 1:15:50 PM","db file sequential read","33928","126","4","37.2","User I/O"
"1926","1","2378","9/8/2013 1:15:50 PM","direct path read","160","1","5","0.2","User I/O"
"1927","1","2378","9/8/2013 1:15:50 PM","db file scattered read","15049","30","2","8.9","User I/O"
"1928","1","2378","9/8/2013 1:15:50 PM","db file sequential read","33928","126","4","37.2","User I/O"
"1929","1","2378","9/8/2013 1:15:50 PM","direct path read","160","1","5","0.2","User I/O"
"1930","1","2379","9/8/2013 1:45:50 PM","db file scattered read","30","0","2","0.3","User I/O"
"1931","1","2379","9/8/2013 1:45:50 PM","db file sequential read","996","4","4","15.3","User I/O"
"1932","1","2379","9/8/2013 1:45:50 PM","direct path read","77","0","0","0","User I/O"
"1933","1","2379","9/8/2013 1:45:50 PM","db file scattered read","30","0","2","0.3","User I/O"
"1934","1","2379","9/8/2013 1:45:50 PM","db file sequential read","996","4","4","15.3","User I/O"
"1935","1","2379","9/8/2013 1:45:50 PM","direct path read","77","0","0","0","User I/O"
"1936","1","2380","9/8/2013 2:15:50 PM","db file scattered read","15052","30","2","8.9","User I/O"
"1937","1","2380","9/8/2013 2:15:50 PM","db file sequential read","33679","123","4","37.2","User I/O"
"1938","1","2380","9/8/2013 2:15:50 PM","direct path read","120","0","3","0.1","User I/O"
"1939","1","2380","9/8/2013 2:15:50 PM","db file scattered read","15052","30","2","8.9","User I/O"
"1940","1","2380","9/8/2013 2:15:50 PM","db file sequential read","33679","123","4","37.2","User I/O"
"1941","1","2380","9/8/2013 2:15:50 PM","direct path read","120","0","3","0.1","User I/O"
"1942","1","2381","9/8/2013 2:45:50 PM","direct path read","83","0","0","0.1","User I/O"
"1943","1","2381","9/8/2013 2:45:50 PM","db file scattered read","10","0","4","0.2","User I/O"
"1944","1","2381","9/8/2013 2:45:50 PM","db file sequential read","696","3","4","12.1","User I/O"
"1945","1","2381","9/8/2013 2:45:50 PM","direct path read","83","0","0","0.1","User I/O"
"1946","1","2381","9/8/2013 2:45:50 PM","db file scattered read","10","0","4","0.2","User I/O"
"1947","1","2381","9/8/2013 2:45:50 PM","db file sequential read","696","3","4","12.1","User I/O"
"1948","1","2383","9/8/2013 3:45:50 PM","db file scattered read","17","0","4","0.2","User I/O"
"1949","1","2383","9/8/2013 3:45:50 PM","db file sequential read","867","4","5","14.4","User I/O"
"1950","1","2383","9/8/2013 3:45:50 PM","direct path read","234","0","0","0.1","User I/O"
"1951","1","2383","9/8/2013 3:45:50 PM","db file scattered read","17","0","4","0.2","User I/O"
"1952","1","2383","9/8/2013 3:45:50 PM","db file sequential read","867","4","5","14.4","User I/O"
"1953","1","2383","9/8/2013 3:45:50 PM","direct path read","234","0","0","0.1","User I/O"
"1954","1","2384","9/8/2013 4:15:50 PM","db file sequential read","33731","126","4","36.8","User I/O"
"1955","1","2384","9/8/2013 4:15:50 PM","direct path read","315","1","3","0.2","User I/O"
"1956","1","2384","9/8/2013 4:15:50 PM","db file scattered read","15076","30","2","8.8","User I/O"
"1957","1","2384","9/8/2013 4:15:50 PM","db file sequential read","33731","126","4","36.8","User I/O"
"1958","1","2384","9/8/2013 4:15:50 PM","direct path read","315","1","3","0.2","User I/O"
"1959","1","2384","9/8/2013 4:15:50 PM","db file scattered read","15076","30","2","8.8","User I/O"
"1960","1","2387","9/8/2013 5:45:50 PM","db file scattered read","6091","91","15","11.6","User I/O"
"1961","1","2387","9/8/2013 5:45:50 PM","db file sequential read","56868","243","4","30.9","User I/O"
"1962","1","2387","9/8/2013 5:45:50 PM","direct path read","276","1","4","0.1","User I/O"
"1963","1","2387","9/8/2013 5:45:50 PM","db file scattered read","6091","91","15","11.6","User I/O"
"1964","1","2387","9/8/2013 5:45:50 PM","db file sequential read","56868","243","4","30.9","User I/O"
"1965","1","2387","9/8/2013 5:45:50 PM","direct path read","276","1","4","0.1","User I/O"
"1966","1","2388","9/8/2013 6:15:50 PM","db file sequential read","34475","130","4","37.6","User I/O"
"1967","1","2388","9/8/2013 6:15:50 PM","direct path read","318","1","3","0.3","User I/O"
"1968","1","2388","9/8/2013 6:15:50 PM","db file scattered read","14894","29","2","8.3","User I/O"
"1969","1","2388","9/8/2013 6:15:50 PM","db file scattered read","14894","29","2","8.3","User I/O"
"1970","1","2388","9/8/2013 6:15:50 PM","db file sequential read","34475","130","4","37.6","User I/O"
"1971","1","2388","9/8/2013 6:15:50 PM","direct path read","318","1","3","0.3","User I/O"
"1972","1","2389","9/8/2013 6:45:50 PM","db file scattered read","4","0","4","0.1","User I/O"
"1973","1","2389","9/8/2013 6:45:50 PM","db file sequential read","607","3","4","8.9","User I/O"
"1974","1","2389","9/8/2013 6:45:50 PM","direct path read","274","0","0","0.1","User I/O"
"1975","1","2389","9/8/2013 6:45:50 PM","db file scattered read","4","0","4","0.1","User I/O"
"1976","1","2389","9/8/2013 6:45:50 PM","db file sequential read","607","3","4","8.9","User I/O"
"1977","1","2389","9/8/2013 6:45:50 PM","direct path read","274","0","0","0.1","User I/O"
"1978","1","2390","9/8/2013 7:15:50 PM","db file scattered read","15000","29","2","8.5","User I/O"
"1979","1","2390","9/8/2013 7:15:50 PM","db file sequential read","33798","128","4","37.2","User I/O"
"1980","1","2390","9/8/2013 7:15:50 PM","direct path read","295","1","3","0.3","User I/O"
"1981","1","2390","9/8/2013 7:15:50 PM","db file scattered read","15000","29","2","8.5","User I/O"
"1982","1","2390","9/8/2013 7:15:50 PM","db file sequential read","33798","128","4","37.2","User I/O"
