Phoenix Suns
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
marbust01,38:00,6,16,.375,0,3,.000,5,7,.714,1,1,2,6,0,0,1,1,17,-24
hardaan01,35:00,5,13,.385,0,0,,0,0,,1,1,2,2,2,0,2,2,10,-24
mariosh01,32:00,7,17,.412,1,1,1.000,5,5,1.000,2,3,5,3,3,0,2,2,20,-28
guglito01,25:00,2,5,.400,0,0,,0,0,,0,3,3,0,0,2,0,5,4,-20
voskuja01,18:00,1,4,.250,0,0,,1,2,.500,3,3,6,1,0,0,3,5,3,-18
delkto01,26:00,8,19,.421,4,7,.571,4,4,1.000,2,1,3,1,1,0,1,3,24,-10
rogerro01,22:00,2,8,.250,1,2,.500,2,2,1.000,1,2,3,2,0,0,0,3,7,-20
fordal02,17:00,1,1,1.000,0,0,,1,2,.500,1,3,4,1,0,0,1,4,3,-8
outlabo01,14:00,2,2,1.000,0,0,,1,4,.250,2,2,4,2,0,0,1,1,5,-4
wallajo01,13:00,2,7,.286,0,0,,4,4,1.000,1,2,3,0,0,0,2,2,8,-4
Team Totals,240,36,92,.391,6,13,.462,23,30,.767,14,21,35,18,6,2,13,28,101,
Sacramento Kings
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
stojape01,40:00,11,23,.478,3,7,.429,1,2,.500,2,6,8,3,0,0,0,0,26,+30
chrisdo01,37:00,5,9,.556,2,3,.667,0,0,,3,6,9,2,1,1,2,1,12,+29
bibbymi01,33:00,5,10,.500,1,4,.250,1,2,.500,1,2,3,5,0,0,3,1,12,+23
divacvl01,24:00,5,8,.625,0,0,,2,4,.500,3,5,8,7,1,1,3,3,12,+27
pollasc01,21:00,4,5,.800,0,0,,1,4,.250,1,7,8,2,1,0,2,5,9,+10
turkohe01,27:00,7,12,.583,4,5,.800,3,3,1.000,1,9,10,3,0,0,0,4,21,+23
jacksbo01,17:00,4,6,.667,2,2,1.000,0,0,,0,0,0,2,1,1,1,0,10,+9
fundela01,17:00,4,4,1.000,0,0,,2,4,.500,2,1,3,4,0,0,0,3,10,+3
cleavma01,8:00,4,6,.667,0,2,.000,2,2,1.000,0,0,0,4,1,0,1,0,10,+2
wallage01,8:00,3,5,.600,0,1,.000,2,4,.500,1,1,2,0,1,0,0,2,8,+2
pricebr01,8:00,0,2,.000,0,2,.000,3,4,.750,0,0,0,0,1,0,1,3,3,+2
Team Totals,240,52,90,.578,12,26,.462,17,29,.586,14,37,51,32,7,3,13,22,133,
