Denver Nuggets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ellisla01,47:00,9,21,.429,3,9,.333,3,4,.750,3,13,16,3,1,0,3,3,24
mcdyean01,46:00,7,19,.368,0,1,.000,7,9,.778,1,9,10,2,2,1,1,2,21
ellisda01,36:00,7,12,.583,3,7,.429,0,1,.000,1,1,2,3,0,0,2,3,17
johnser02,20:00,2,4,.500,0,0,,0,0,,0,8,8,0,0,1,0,6,4
goldwan01,16:00,0,5,.000,0,1,.000,4,4,1.000,0,0,0,3,0,0,1,1,4
smithke01,32:00,5,10,.500,3,5,.600,5,7,.714,0,1,1,8,0,0,2,0,18
allenje01,17:00,2,5,.400,0,2,.000,3,5,.600,1,1,2,2,0,0,1,1,7
hammoto01,16:00,2,3,.667,0,0,,0,0,,1,2,3,1,1,0,1,4,4
zidekge01,10:00,2,3,.667,0,0,,2,4,.500,0,3,3,0,0,0,0,3,6
Team Totals,240,36,82,.439,9,25,.360,24,34,.706,7,38,45,22,4,2,11,23,105
Houston Rockets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
eliema01,40:00,6,10,.600,4,7,.571,2,2,1.000,0,5,5,6,4,0,0,3,18
olajuha01,39:00,14,24,.583,1,1,1.000,16,17,.941,1,10,11,4,0,2,2,5,45
drexlcl01,36:00,7,16,.438,0,5,.000,4,6,.667,2,6,8,7,0,0,1,3,18
malonma01,30:00,4,5,.800,3,3,1.000,0,0,,0,2,2,12,1,0,3,1,11
willike02,5:00,0,2,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0
harriot01,34:00,4,4,1.000,0,0,,1,2,.500,0,4,4,0,0,0,0,4,9
johnsed03,21:00,4,11,.364,1,4,.250,0,0,,1,2,3,1,0,0,1,1,9
threase01,18:00,1,5,.200,0,1,.000,0,0,,0,1,1,3,0,0,0,2,2
bullama01,17:00,3,7,.429,2,5,.400,0,0,,0,0,0,3,0,0,1,4,8
Team Totals,240,43,84,.512,11,26,.423,23,27,.852,4,32,36,36,5,2,8,23,120
