Boston Celtics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
lewisre01,43:00,6,18,.333,0,0,,1,2,.500,1,2,3,2,5,2,0,3,13
parisro01,38:00,11,19,.579,0,0,,0,2,.000,3,8,11,0,1,0,0,3,22
gamblke01,34:00,5,9,.556,0,1,.000,1,1,1.000,0,1,1,3,0,0,4,2,11
pincked01,34:00,3,4,.750,0,0,,0,0,,5,3,8,2,0,1,0,2,6
baglejo01,33:00,8,14,.571,1,1,1.000,1,2,.500,3,4,7,9,2,0,4,3,18
mchalke01,25:00,3,10,.300,0,0,,4,4,1.000,4,2,6,3,0,2,1,3,10
douglsh01,15:00,3,7,.429,0,1,.000,0,1,.000,1,1,2,4,0,0,1,0,6
foxri01,13:00,1,2,.500,0,0,,2,2,1.000,0,1,1,0,0,0,1,1,4
kleinjo01,5:00,1,3,.333,0,1,.000,0,0,,2,0,2,0,0,0,0,1,2
Team Totals,240,41,86,.477,1,4,.250,9,14,.643,19,22,41,23,8,5,11,18,92
Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
rodmade01,47:00,6,13,.462,1,4,.250,1,1,1.000,4,14,18,5,1,0,1,5,14
dumarjo01,38:00,6,15,.400,0,0,,4,4,1.000,1,0,1,3,1,0,4,1,16
thomais01,34:00,6,11,.545,1,2,.500,1,2,.500,0,3,3,5,1,0,2,3,14
sallejo01,28:00,4,7,.571,0,0,,1,1,1.000,2,1,3,2,0,1,1,2,9
woolror01,21:00,6,14,.429,0,0,,1,1,1.000,2,0,2,1,0,0,1,1,13
aguirma01,26:00,3,7,.429,1,2,.500,4,6,.667,3,1,4,5,0,1,2,1,11
walkeda01,24:00,3,10,.300,0,0,,0,0,,4,1,5,0,1,0,0,2,6
laimbbi01,22:00,2,6,.333,0,1,.000,2,2,1.000,3,3,6,1,0,0,3,1,6
Team Totals,240,36,83,.434,3,9,.333,14,17,.824,19,23,42,22,4,2,14,16,89
