Houston Rockets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
smithke01,40:00,7,13,.538,2,3,.667,4,4,1.000,2,1,3,4,0,0,5,2,20
thorpot01,39:00,10,14,.714,0,0,,0,3,.000,5,6,11,2,0,0,1,5,20
maxweve01,37:00,8,18,.444,5,13,.385,3,3,1.000,0,4,4,3,1,0,2,2,24
olajuha01,30:00,2,13,.154,0,0,,2,3,.667,2,5,7,2,3,2,3,5,6
johnsbu01,26:00,3,6,.500,1,1,1.000,0,0,,0,2,2,2,1,1,1,4,7
bullama01,28:00,5,8,.625,1,3,.333,0,0,,2,2,4,0,2,0,2,4,11
smithla01,16:00,1,1,1.000,0,0,,0,0,,4,0,4,0,0,0,1,0,2
floydsl01,12:00,2,6,.333,0,0,,2,2,1.000,0,1,1,1,0,1,2,2,6
johnsav01,8:00,0,4,.000,0,0,,0,0,,0,1,1,0,0,0,1,2,0
rollitr01,4:00,1,3,.333,0,0,,0,0,,0,0,0,0,0,1,0,1,2
Team Totals,240,39,86,.453,9,20,.450,11,15,.733,15,22,37,14,7,5,18,27,98
San Antonio Spurs
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
robinda01,41:00,6,11,.545,0,0,,3,4,.750,3,7,10,5,2,4,3,5,15
stricro02,40:00,6,11,.545,0,0,,7,8,.875,0,4,4,4,1,0,6,4,19
elliose01,39:00,3,8,.375,0,1,.000,5,6,.833,1,2,3,3,2,0,1,0,11
cummite01,36:00,14,23,.609,0,0,,3,5,.600,3,8,11,3,1,0,4,2,31
johnsvi01,30:00,4,10,.400,0,1,.000,0,0,,3,0,3,3,2,0,1,1,8
tucketr01,18:00,4,4,1.000,1,1,1.000,1,2,.500,0,3,3,1,0,0,1,1,10
carran01,10:00,1,3,.333,0,0,,2,2,1.000,0,0,0,1,1,2,0,3,4
royaldo01,9:00,2,5,.400,0,0,,0,0,,2,1,3,1,0,0,0,1,4
greensi02,9:00,1,1,1.000,0,0,,0,0,,0,2,2,0,0,1,0,1,2
presspa01,8:00,0,0,,0,0,,0,0,,0,2,2,1,0,0,1,0,0
Team Totals,240,41,76,.539,1,3,.333,21,27,.778,12,29,41,22,9,7,17,18,104
