Sacramento Kings
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
simmoli01,38:00,6,10,.600,0,0,,1,2,.500,3,4,7,8,1,0,4,2,13
webbsp01,37:00,9,17,.529,1,1,1.000,5,6,.833,0,0,0,8,2,1,1,3,24
tisdawa01,37:00,8,12,.667,0,0,,1,2,.500,2,8,10,1,0,1,2,4,17
richmmi01,34:00,9,15,.600,2,3,.667,7,10,.700,0,3,3,5,0,0,4,4,27
causwdu01,23:00,4,8,.500,0,0,,0,1,.000,4,3,7,0,0,1,1,5,8
schindw01,23:00,5,6,.833,0,0,,0,0,,2,7,9,2,1,0,0,3,10
bonnean01,21:00,3,9,.333,0,0,,0,0,,3,4,7,1,1,0,2,3,6
hopsode01,14:00,4,7,.571,0,0,,2,4,.500,0,1,1,1,1,0,1,0,10
lesji01,11:00,0,1,.000,0,1,.000,2,2,1.000,0,1,1,6,0,0,0,1,2
jepsele01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
chilcpe01,1:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
Team Totals,240,48,85,.565,3,5,.600,18,27,.667,14,32,46,32,6,3,15,25,117
Minnesota Timberwolves
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
westdo01,32:00,3,10,.300,0,0,,7,8,.875,0,1,1,6,2,1,0,5,13
richapo01,31:00,10,19,.526,1,2,.500,2,2,1.000,0,0,0,6,0,2,4,2,23
campbto01,31:00,8,14,.571,1,1,1.000,2,6,.333,1,2,3,5,3,0,1,2,19
mitchsa01,28:00,4,7,.571,0,0,,3,4,.750,1,7,8,2,1,0,1,4,11
spencfe01,24:00,2,4,.500,0,0,,0,2,.000,4,6,10,1,0,2,1,5,4
baileth01,23:00,5,10,.500,0,0,,4,5,.800,2,2,4,0,1,3,1,0,14
glassge01,22:00,2,8,.250,0,0,,1,4,.250,3,1,4,5,1,1,1,1,5
longllu01,19:00,2,3,.667,0,0,,0,0,,1,3,4,1,0,2,1,3,4
brooksc01,18:00,5,8,.625,0,2,.000,0,0,,0,2,2,2,1,1,0,2,10
garrito01,12:00,3,5,.600,0,0,,0,0,,0,0,0,1,0,0,1,1,6
Team Totals,240,44,88,.500,2,5,.400,19,31,.613,12,24,36,29,9,12,11,25,109
