Philadelphia 76ers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
gminsmi01,37:00,8,15,.533,0,0,,4,4,1.000,1,8,9,3,1,1,3,2,20
dawkijo01,35:00,10,16,.625,0,1,.000,1,1,1.000,0,2,2,8,0,0,2,1,21
barklch01,33:00,6,9,.667,0,1,.000,2,2,1.000,4,14,18,7,1,1,2,1,14
hawkihe01,32:00,2,9,.222,0,2,.000,5,5,1.000,0,0,0,3,2,0,1,3,9
mahorri01,29:00,2,5,.400,0,0,,0,0,,1,9,10,1,0,2,1,4,4
anderro01,33:00,8,16,.500,0,0,,4,7,.571,1,4,5,2,2,1,1,2,20
smithde02,17:00,5,8,.625,0,0,,1,1,1.000,1,2,3,0,0,0,3,1,11
gaineco01,13:00,0,0,,0,0,,0,0,,1,0,1,3,1,0,2,1,0
nimphku01,8:00,1,3,.333,0,0,,1,1,1.000,0,1,1,0,0,0,1,1,3
thornbo01,3:00,1,1,1.000,0,0,,0,0,,1,1,2,0,0,1,1,0,2
Team Totals,240,43,82,.524,0,4,.000,18,21,.857,10,41,51,27,7,6,17,16,104
Dallas Mavericks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
blackro01,40:00,5,16,.313,0,2,.000,4,5,.800,1,4,5,8,0,0,0,2,14
harpede01,39:00,5,15,.333,1,3,.333,0,0,,1,3,4,6,5,0,2,2,11
perkisa01,36:00,9,17,.529,0,0,,1,2,.500,2,7,9,0,3,1,1,3,19
donalja01,34:00,5,10,.500,0,0,,2,3,.667,5,5,10,0,1,1,3,2,12
dantlad01,20:00,2,9,.222,0,0,,1,1,1.000,2,1,3,1,0,0,1,2,5
davisbr01,24:00,5,10,.500,0,2,.000,0,0,,1,1,2,4,0,0,1,0,10
willihe01,19:00,1,7,.143,0,0,,0,0,,3,3,6,1,0,0,2,3,2
whitera01,12:00,1,4,.250,0,0,,0,0,,0,0,0,0,0,0,1,2,2
wennibi01,10:00,1,3,.333,0,0,,2,2,1.000,1,1,2,0,0,0,1,2,4
jonesan01,3:00,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
alforst01,3:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,240,34,94,.362,1,7,.143,10,13,.769,16,25,41,20,9,2,12,18,79
