Los Angeles Lakers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
odomla01,53:00,10,15,.667,0,0,,3,5,.600,5,16,21,5,2,5,3,3,23,+4
bryanko01,51:55,11,30,.367,1,5,.200,7,7,1.000,2,9,11,7,1,0,3,4,30,+2
fishede01,36:52,7,18,.389,4,10,.400,0,0,,0,0,0,4,0,0,0,2,18,-1
turiaro01,32:35,4,9,.444,0,0,,3,4,.750,1,7,8,1,0,2,2,4,11,+2
radmavl01,26:37,3,7,.429,2,5,.400,2,2,1.000,2,3,5,1,0,0,3,1,10,+1
vujacsa01,24:35,7,13,.538,5,11,.455,0,0,,0,1,1,3,2,0,3,1,19,+13
waltolu01,23:18,2,3,.667,0,0,,4,4,1.000,4,3,7,3,0,0,2,2,8,-6
farmajo01,16:08,2,7,.286,0,4,.000,0,1,.000,0,0,0,3,1,0,0,1,4,+5
Team Totals,265,46,102,.451,12,35,.343,19,23,.826,14,39,53,27,6,7,16,18,123,
Golden State Warriors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
davisba01,53:00,12,28,.429,3,9,.333,3,4,.750,3,6,9,7,4,0,4,3,30,-4
jacksst02,53:00,9,21,.429,5,10,.500,6,8,.750,1,6,7,3,1,0,3,2,29,-4
ellismo01,50:20,7,20,.350,1,3,.333,3,3,1.000,4,5,9,9,3,0,5,5,18,-3
harrial01,38:48,7,15,.467,2,4,.500,3,4,.750,1,11,12,2,2,0,1,3,19,+1
biedran01,26:30,2,7,.286,0,0,,1,2,.500,3,5,8,0,0,2,1,6,5,0
azubuke01,32:41,8,12,.667,0,3,.000,2,3,.667,3,4,7,0,1,0,0,3,18,-8
wrighbr03,7:46,0,0,,0,0,,0,0,,0,2,2,0,0,1,0,1,0,0
barnema02,2:55,0,0,,0,0,,0,0,,1,0,1,1,0,0,1,1,0,-2
Team Totals,265,45,103,.437,11,29,.379,18,24,.750,16,39,55,22,11,3,15,24,119,
