Orlando Magic
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
seikaro01,43:00,4,15,.267,0,0,,6,6,1.000,3,7,10,1,2,0,1,2,14
hardaan01,42:00,13,27,.481,0,4,.000,3,8,.375,1,3,4,4,4,1,2,2,29
stronde01,36:00,1,9,.111,0,0,,4,4,1.000,1,4,5,2,0,0,2,4,6
pricema01,24:00,2,5,.400,2,2,1.000,0,1,.000,1,2,3,4,2,0,4,2,6
outlabo01,20:00,5,6,.833,0,0,,1,2,.500,3,1,4,1,1,0,2,4,11
armstda01,19:00,1,2,.500,0,0,,2,2,1.000,0,0,0,6,3,0,2,2,4
wilkige01,17:00,2,4,.500,1,1,1.000,0,0,,0,1,1,0,0,0,2,0,5
schayda01,17:00,1,2,.500,0,0,,0,0,,0,5,5,0,0,0,0,2,2
anderni01,13:00,4,6,.667,3,5,.600,0,0,,1,1,2,1,2,0,0,1,11
evansbr01,9:00,0,1,.000,0,0,,1,2,.500,1,0,1,1,0,0,0,1,1
Team Totals,240,33,77,.429,6,12,.500,17,25,.680,11,24,35,20,14,1,15,20,89
Portland Trail Blazers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
wallara01,43:00,2,8,.250,0,0,,1,2,.500,0,9,9,5,0,4,4,4,5
rideris01,40:00,12,20,.600,5,8,.625,4,6,.667,0,3,3,1,2,0,3,2,33
sabonar01,34:00,4,9,.444,0,1,.000,1,2,.500,3,7,10,1,2,3,3,6,9
grantbr01,33:00,5,8,.625,0,0,,3,4,.750,3,5,8,1,2,1,0,4,13
anderke01,5:00,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,0,0
willial02,40:00,6,11,.545,0,0,,2,4,.500,0,1,1,9,1,0,3,1,14
augmost01,18:00,2,5,.400,0,0,,2,2,1.000,1,3,4,2,0,0,1,1,6
trentga01,17:00,2,6,.333,0,0,,0,0,,1,0,1,0,0,0,3,3,4
catoke01,7:00,2,2,1.000,0,0,,0,0,,1,0,1,1,0,0,1,1,4
brunsri01,3:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,240,35,70,.500,5,9,.556,13,20,.650,9,28,37,20,8,8,18,22,88
