Sacramento Kings
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
richmmi01,50:00,10,23,.435,3,6,.500,7,8,.875,2,5,7,6,2,0,11,4,30
willico02,47:00,5,17,.294,0,0,,4,8,.500,3,4,7,4,2,1,1,2,14
owensbi01,45:00,5,11,.455,0,1,.000,3,6,.500,1,10,11,0,3,0,1,2,13
polynol01,38:00,8,15,.533,0,1,.000,2,4,.500,7,7,14,2,1,2,3,2,18
johnsan02,23:00,0,4,.000,0,0,,0,0,,1,2,3,5,0,0,1,4,0
deherte01,25:00,3,10,.300,2,5,.400,2,2,1.000,0,2,2,2,0,0,2,3,10
stewami01,15:00,0,1,.000,0,0,,0,0,,0,3,3,1,0,1,0,3,0
fundela01,14:00,1,3,.333,0,0,,2,2,1.000,1,5,6,0,1,1,0,1,4
hurlebo01,8:00,1,3,.333,0,0,,0,0,,0,0,0,1,0,0,0,0,2
Team Totals,265,33,87,.379,5,13,.385,20,30,.667,15,38,53,21,9,5,19,21,91
Golden State Warriors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
marshdo01,43:00,6,16,.375,0,0,,4,5,.800,2,10,12,2,4,3,1,3,16
smithjo02,37:00,11,18,.611,0,0,,3,4,.750,6,5,11,2,3,0,4,6,25
shawbr01,37:00,5,15,.333,0,2,.000,2,4,.500,1,1,2,3,0,1,3,2,12
dampier01,36:00,3,10,.300,0,0,,2,4,.500,2,8,10,0,2,2,3,3,8
colesbi01,32:00,2,8,.250,0,0,,5,5,1.000,1,1,2,5,0,0,2,1,9
vaughda02,23:00,3,5,.600,0,0,,3,4,.750,1,8,9,1,1,0,0,3,9
boguemu01,21:00,1,6,.167,0,0,,2,2,1.000,0,2,2,8,1,0,3,0,4
spencfe01,17:00,2,3,.667,0,0,,0,0,,1,3,4,0,0,0,0,2,4
delkto01,16:00,4,9,.444,0,0,,0,1,.000,0,1,1,1,1,0,0,1,8
ferredu01,3:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,265,37,91,.407,0,2,.000,21,29,.724,14,39,53,22,12,6,16,21,95
