Chicago Bulls
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
denglu01,35:42,8,17,.471,0,4,.000,6,7,.857,1,4,5,0,0,0,2,2,22,-9
rosede01,35:26,8,21,.381,1,6,.167,10,10,1.000,1,3,4,9,3,0,4,1,27,-10
boozeca01,35:21,14,19,.737,0,0,,3,7,.429,3,10,13,2,1,1,2,3,31,-1
thomaku01,21:55,0,2,.000,0,0,,0,0,,1,4,5,2,2,0,1,3,0,-12
boganke01,14:07,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-7
brewero02,26:46,1,3,.333,0,0,,0,0,,0,2,2,2,2,1,1,1,2,-3
gibsota01,22:06,3,5,.600,0,1,.000,1,2,.500,2,3,5,1,0,2,1,5,7,-1
watsocj01,20:04,2,4,.500,2,3,.667,0,0,,0,0,0,0,0,0,2,0,6,+8
korveky01,15:47,2,3,.667,0,0,,0,0,,0,0,0,2,1,0,1,4,4,+4
asikom01,12:46,0,0,,0,0,,0,0,,1,3,4,2,0,0,1,2,0,+1
Team Totals,240,38,75,.507,3,15,.200,20,26,.769,9,29,38,21,9,4,15,22,99,
Philadelphia 76ers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
brandel01,42:08,5,6,.833,0,0,,1,4,.250,1,7,8,3,3,0,2,3,11,+6
meeksjo01,42:02,8,11,.727,4,7,.571,4,5,.800,0,3,3,3,0,0,1,2,24,+10
holidjr01,39:06,8,14,.571,0,2,.000,3,3,1.000,0,4,4,6,1,1,6,5,19,+14
hawessp01,27:09,4,8,.500,0,1,.000,0,2,.000,1,7,8,4,0,0,1,2,8,+14
nocioan01,23:36,3,5,.600,0,1,.000,5,6,.833,1,3,4,2,0,1,2,0,11,+10
willilo02,25:51,7,14,.500,2,4,.500,4,6,.667,0,1,1,3,0,0,0,1,20,-6
youngth01,20:30,4,10,.400,0,0,,0,0,,3,2,5,0,3,1,2,3,8,-5
turneev01,14:34,1,3,.333,0,1,.000,0,0,,0,0,0,0,1,0,0,1,2,-8
speigma01,5:04,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,1,2,-5
Team Totals,240,40,71,.563,6,16,.375,19,28,.679,6,28,34,21,8,3,14,18,105,
