GAME,R_TEAM,R_FG,R_FGA,R_FGP,R_3P,R_3PA,R_3PP,R_FT,R_FTA,R_FTP,R_ORB,R_DRB,R_TRB,R_AST,R_STL,R_BLK,R_TOV,R_PF,R_PTS,R_HOME,R_WIN,H_TEAM,H_FG,H_FGA,H_FGP,H_3P,H_3PA,H_3PP,H_FT,H_FTA,H_FTP,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOV,H_PF,H_PTS,H_HOME,H_WIN,RESULT
201301150LAL,Milwaukee Bucks,37.2222222222,85.6666666667,0.434500648508,6.05555555556,17.8055555556,0.340093603744,16.0277777778,21.3611111111,0.750325097529,12.5833333333,30.5833333333,43.1666666667,21.8888888889,8.63888888889,7.72222222222,13.9722222222,19.3611111111,96.5277777778,0.527777777778,0.527777777778,Los Angeles Lakers,37.2702702703,81.8648648649,0.455265764279,8.94594594595,25.1891891892,0.355150214592,19.9189189189,28.6756756757,0.694627709708,12.6216216216,32.7027027027,45.3243243243,21.8918918919,7.62162162162,5.67567567568,15.0540540541,19.1351351351,103.405405405,0.540540540541,0.432432432432,1
201303030SAS,Detroit Pistons,36.3278688525,81.3770491803,0.446414182111,6.13114754098,16.8852459016,0.363106796117,16.0983606557,23.1967213115,0.693992932862,12.4098360656,30.7540983607,43.1639344262,20.9836065574,6.91803278689,5.4262295082,14.4590163934,19.7540983607,94.8852459016,0.540983606557,0.377049180328,San Antonio Spurs,39.5333333333,81.1333333333,0.487263763353,8.38333333333,22.05,0.380196523054,17.2,21.8,0.788990825688,7.91666666667,33.0833333333,41.0,25.15,8.75,5.2,14.2333333333,17.6333333333,104.65,0.433333333333,0.766666666667,1
201303080BOS,Atlanta Hawks,37.4833333333,80.9166666667,0.463233779609,9.03333333333,23.6666666667,0.381690140845,13.6,19.3,0.704663212435,9.28333333333,31.35,40.6333333333,24.4833333333,7.98333333333,4.96666666667,14.3666666667,18.15,97.6,0.483333333333,0.566666666667,Boston Celtics,37.0166666667,80.6166666667,0.459168906347,5.85,16.8666666667,0.346837944664,16.2333333333,20.7833333333,0.78107457899,8.43333333333,31.7666666667,40.2,23.1666666667,8.51666666667,4.31666666667,13.8,21.4333333333,96.1166666667,0.5,0.55,1
201302190ORL,Charlotte Bobcats,34.3461538462,81.6538461538,0.420631182289,5.69230769231,16.3846153846,0.347417840376,19.4038461538,25.8269230769,0.751303052867,11.4230769231,29.5769230769,41.0,18.9038461538,7.25,6.28846153846,13.0384615385,19.5192307692,93.7884615385,0.5,0.230769230769,Orlando Magic,37.6538461538,83.4615384615,0.451152073733,6.57692307692,19.2307692308,0.342,12.1153846154,15.6730769231,0.773006134969,10.6153846154,32.1730769231,42.7884615385,23.25,5.98076923077,4.23076923077,14.2115384615,18.7884615385,94.0,0.519230769231,0.288461538462,0
201301110GSW,Portland Trail Blazers,36.2857142857,82.8571428571,0.437931034483,8.2,23.8857142857,0.343301435407,16.3714285714,21.2285714286,0.771197846568,11.8857142857,29.5142857143,41.4,20.7714285714,7.8,4.85714285714,14.1142857143,19.0,97.1428571429,0.485714285714,0.571428571429,Golden State Warriors,37.9411764706,83.1176470588,0.456475583864,7.85294117647,20.2941176471,0.386956521739,17.2058823529,21.7352941176,0.791610284168,11.3823529412,33.9705882353,45.3529411765,22.7352941176,7.14705882353,4.02941176471,15.1176470588,21.9117647059,100.941176471,0.470588235294,0.647058823529,1
201304090MIA,Milwaukee Bucks,38.2368421053,87.5921052632,0.436532972811,7.05263157895,19.6447368421,0.359008707301,15.5131578947,20.9342105263,0.74104336895,13.0394736842,30.7894736842,43.8289473684,22.8684210526,8.28947368421,6.85526315789,13.5921052632,19.0657894737,99.0394736842,0.526315789474,0.486842105263,Miami Heat,38.5131578947,77.6315789474,0.496101694915,8.53947368421,21.5263157895,0.396699266504,17.3815789474,22.8815789474,0.759631972398,8.22368421053,30.0657894737,38.2894736842,22.9210526316,8.80263157895,5.25,13.0526315789,18.7368421053,102.947368421,0.486842105263,0.789473684211,1
201212280CLE,Atlanta Hawks,37.1153846154,82.3076923077,0.450934579439,8.53846153846,23.5,0.363338788871,14.3846153846,20.4230769231,0.704331450094,10.4615384615,30.7692307692,41.2307692308,22.9230769231,9.11538461538,4.80769230769,14.1153846154,17.2692307692,97.1538461538,0.576923076923,0.653846153846,Cleveland Cavaliers,35.0333333333,84.5333333333,0.414432176656,7.76666666667,22.0333333333,0.352496217852,15.8333333333,21.8666666667,0.724085365854,13.3,28.7,42.0,19.2333333333,8.06666666667,3.2,14.5666666667,22.3,93.6666666667,0.4,0.233333333333,0
201302260NOH,Brooklyn Nets,34.9649122807,79.4912280702,0.439858750828,7.70175438596,21.6666666667,0.355465587045,17.5087719298,23.7894736842,0.73598820059,12.5789473684,29.7719298246,42.350877193,20.0350877193,7.10526315789,4.80701754386,13.7543859649,18.2807017544,95.1403508772,0.561403508772,0.578947368421,New Orleans Hornets,36.3859649123,80.3157894737,0.453036260376,6.78947368421,18.1929824561,0.373191899711,14.8947368421,19.3684210526,0.76902173913,11.298245614,30.0877192982,41.3859649123,21.4736842105,6.38596491228,5.52631578947,13.6842105263,20.4035087719,94.4561403509,0.473684210526,0.350877192982,0
201212250BRK,Boston Celtics,37.1538461538,79.4615384615,0.46757018393,5.42307692308,15.5384615385,0.34900990099,17.4615384615,22.0769230769,0.790940766551,7.65384615385,30.8461538462,38.5,23.2692307692,8.69230769231,4.03846153846,14.0,20.8076923077,97.1923076923,0.538461538462,0.5,Brooklyn Nets,35.2692307692,79.9230769231,0.441289701636,7.80769230769,22.3461538462,0.349397590361,16.9230769231,23.1153846154,0.732113144759,12.3076923077,29.2692307692,41.5769230769,20.8461538462,6.80769230769,4.84615384615,13.2307692308,18.5,95.2692307692,0.576923076923,0.538461538462,0
201211110LAC,Atlanta Hawks,38.25,84.0,0.455357142857,7.75,23.5,0.329787234043,11.75,16.25,0.723076923077,10.75,29.5,40.25,21.75,9.0,3.25,13.25,19.25,96.0,0.75,0.5,Los Angeles Clippers,38.6666666667,77.0,0.502164502165,6.83333333333,18.8333333333,0.362831858407,20.1666666667,26.3333333333,0.76582278481,8.66666666667,30.8333333333,39.5,23.8333333333,9.83333333333,7.0,17.0,24.8333333333,104.333333333,0.666666666667,0.666666666667,1
201211110LAL,Sacramento Kings,35.3333333333,88.1666666667,0.400756143667,5.16666666667,17.6666666667,0.292452830189,15.8333333333,20.8333333333,0.76,12.8333333333,30.1666666667,43.0,16.0,9.66666666667,5.5,13.8333333333,25.5,91.6666666667,0.5,0.333333333333,Los Angeles Lakers,34.8333333333,76.3333333333,0.456331877729,6.66666666667,20.0,0.333333333333,21.5,31.8333333333,0.675392670157,14.0,32.8333333333,46.8333333333,20.0,8.16666666667,5.16666666667,17.8333333333,20.1666666667,97.8333333333,0.666666666667,0.333333333333,1
201303160BOS,Charlotte Bobcats,34.0923076923,81.7538461538,0.417011667294,5.66153846154,16.7692307692,0.337614678899,18.9538461538,25.3692307692,0.747119466343,11.4615384615,28.8923076923,40.3538461538,18.9846153846,7.18461538462,5.98461538462,12.8615384615,19.3230769231,92.8,0.492307692308,0.215384615385,Boston Celtics,36.8125,80.21875,0.458901441371,5.90625,16.875,0.35,16.390625,21.046875,0.778767631774,8.28125,31.71875,40.0,23.03125,8.4375,4.34375,13.875,21.34375,95.921875,0.5,0.546875,1
201301090CLE,Atlanta Hawks,37.2121212121,81.5454545455,0.456335934597,8.9696969697,23.6363636364,0.379487179487,13.696969697,19.2727272727,0.710691823899,9.90909090909,30.8181818182,40.7272727273,23.2727272727,8.66666666667,5.0,14.1212121212,17.4545454545,97.0909090909,0.515151515152,0.606060606061,Cleveland Cavaliers,35.1944444444,84.3888888889,0.417050691244,7.66666666667,21.5555555556,0.355670103093,16.3888888889,22.0277777778,0.744010088272,13.0833333333,28.7222222222,41.8055555556,19.3888888889,8.05555555556,3.44444444444,14.4722222222,22.2222222222,94.4444444444,0.416666666667,0.222222222222,1
201302070BOS,Los Angeles Lakers,37.2244897959,81.5306122449,0.456570713392,8.71428571429,24.6326530612,0.353769676885,18.9591836735,27.387755102,0.692250372578,11.9183673469,33.1428571429,45.0612244898,22.2653061224,7.22448979592,5.44897959184,14.9183673469,18.5510204082,102.12244898,0.510204081633,0.469387755102,Boston Celtics,36.7708333333,79.9375,0.459994787594,5.47916666667,16.4375,0.333333333333,16.5416666667,21.1041666667,0.783810463968,8.52083333333,31.0416666667,39.5625,23.1458333333,8.625,4.125,14.0416666667,21.4166666667,95.5625,0.541666666667,0.520833333333,1
201304100ORL,Milwaukee Bucks,38.1688311688,87.4285714286,0.436571598336,7.07792207792,19.7142857143,0.359025032938,15.4155844156,20.8441558442,0.739563862928,12.9350649351,30.8051948052,43.7402597403,22.8181818182,8.35064935065,6.79220779221,13.6623376623,19.012987013,98.8311688312,0.519480519481,0.480519480519,Orlando Magic,37.641025641,84.1153846154,0.44749276025,6.26923076923,19.0256410256,0.329514824798,12.5512820513,16.3846153846,0.766040688576,10.7307692308,31.8333333333,42.5641025641,22.8461538462,6.46153846154,4.41025641026,13.8974358974,19.4871794872,94.1025641026,0.487179487179,0.24358974359,1
201301260CHA,Minnesota Timberwolves,35.225,81.9,0.430097680098,5.35,18.4,0.290760869565,18.775,25.575,0.734115347019,13.525,30.875,44.4,21.8,7.725,5.275,14.65,17.7,94.575,0.45,0.425,Charlotte Bobcats,34.7380952381,82.0238095238,0.42351233672,5.71428571429,16.3571428571,0.349344978166,19.7619047619,26.4285714286,0.747747747748,11.6666666667,29.5476190476,41.2142857143,19.0238095238,7.40476190476,6.45238095238,13.0,19.619047619,94.9523809524,0.547619047619,0.238095238095,1
201211290GSW,Denver Nuggets,38.8666666667,85.3333333333,0.45546875,6.0,18.8666666667,0.318021201413,15.6666666667,23.5333333333,0.665722379603,15.4666666667,31.8,47.2666666667,21.6,7.4,6.93333333333,15.8,19.8666666667,99.4,0.333333333333,0.533333333333,Golden State Warriors,36.7857142857,82.5714285714,0.445501730104,6.21428571429,19.1428571429,0.324626865672,18.2142857143,24.4285714286,0.745614035088,12.0714285714,33.8571428571,45.9285714286,21.1428571429,6.64285714286,3.21428571429,15.9285714286,23.5714285714,98.0,0.428571428571,0.571428571429,1
201303250IND,Atlanta Hawks,37.6,80.8571428571,0.465017667845,8.88571428571,23.4571428571,0.378806333739,13.5571428571,19.1142857143,0.709267563528,9.18571428571,31.5714285714,40.7571428571,24.6571428571,8.0,4.75714285714,14.4714285714,18.0428571429,97.6428571429,0.5,0.557142857143,Indiana Pacers,35.0857142857,80.9428571429,0.433462760325,6.98571428571,19.6428571429,0.355636363636,17.2285714286,22.9714285714,0.75,12.8714285714,33.4142857143,46.2857142857,20.4714285714,7.01428571429,6.64285714286,14.4714285714,20.1428571429,94.3857142857,0.514285714286,0.614285714286,1
201303270CLE,Boston Celtics,36.7142857143,79.6714285714,0.460821230052,6.02857142857,16.9571428571,0.35551811289,16.5142857143,21.2142857143,0.778451178451,8.17142857143,31.5142857143,39.6857142857,22.9142857143,8.38571428571,4.55714285714,14.0142857143,21.3428571429,95.9714285714,0.5,0.514285714286,Cleveland Cavaliers,36.4492753623,84.0869565217,0.433471216822,6.98550724638,19.8985507246,0.351056081573,17.3043478261,22.8550724638,0.757133798351,12.3913043478,28.1884057971,40.5797101449,20.5072463768,8.10144927536,3.85507246377,13.4347826087,21.2608695652,97.1884057971,0.492753623188,0.31884057971,0
201212220ATL,Chicago Bulls,35.2,79.76,0.441323971916,4.36,12.56,0.347133757962,18.72,23.2,0.806896551724,12.2,31.6,43.8,22.52,7.16,5.2,14.96,19.08,93.48,0.56,0.6,Atlanta Hawks,36.7083333333,81.875,0.44834605598,8.5,23.2916666667,0.364937388193,14.25,20.4166666667,0.697959183673,10.5,30.3333333333,40.8333333333,22.375,9.125,4.79166666667,14.2083333333,17.5833333333,96.1666666667,0.541666666667,0.625,1
201301220CLE,Boston Celtics,36.8,79.85,0.460864120225,5.425,16.1,0.336956521739,15.95,20.625,0.773333333333,8.5,30.375,38.875,23.025,8.85,4.05,13.775,21.5,94.975,0.525,0.5,Cleveland Cavaliers,35.4761904762,84.6904761905,0.418892324993,7.5,21.380952381,0.350779510022,16.5952380952,22.2142857143,0.747052518757,13.119047619,28.3571428571,41.4761904762,19.3571428571,8.19047619048,3.52380952381,14.0238095238,21.9523809524,95.0476190476,0.380952380952,0.238095238095,1
201211300MIN,Milwaukee Bucks,39.4615384615,87.1538461538,0.452780229479,5.61538461538,18.6153846154,0.301652892562,13.8461538462,18.3846153846,0.753138075314,10.8461538462,30.6153846154,41.4615384615,23.7692307692,8.61538461538,7.07692307692,13.6923076923,20.2307692308,98.3846153846,0.538461538462,0.538461538462,Minnesota Timberwolves,33.5714285714,79.5,0.422282120395,5.21428571429,18.8571428571,0.276515151515,19.9285714286,27.0714285714,0.736147757256,13.3571428571,31.2142857143,44.5714285714,21.0,7.78571428571,6.78571428571,14.8571428571,19.4285714286,92.2857142857,0.428571428571,0.428571428571,1
201211190CHA,Milwaukee Bucks,39.125,85.75,0.456268221574,6.875,19.0,0.361842105263,15.875,20.75,0.765060240964,11.0,31.625,42.625,24.75,9.5,6.375,14.375,19.75,101.0,0.625,0.75,Charlotte Bobcats,36.125,86.0,0.420058139535,5.125,17.625,0.290780141844,18.5,24.375,0.758974358974,14.125,29.75,43.875,18.0,9.0,7.75,13.0,21.0,95.875,0.625,0.5,1
201211260CHI,Milwaukee Bucks,40.0909090909,88.7272727273,0.451844262295,5.90909090909,19.4545454545,0.303738317757,13.7272727273,18.0909090909,0.758793969849,11.1818181818,31.2727272727,42.4545454545,23.8181818182,9.09090909091,6.90909090909,13.5454545455,20.5454545455,99.8181818182,0.545454545455,0.545454545455,Chicago Bulls,35.8333333333,82.25,0.435663627153,3.58333333333,12.75,0.281045751634,18.9166666667,23.9166666667,0.790940766551,12.9166666667,31.0,43.9166666667,22.8333333333,7.41666666667,5.08333333333,15.1666666667,18.8333333333,94.1666666667,0.5,0.5,0
201302260PHI,Orlando Magic,37.625,83.5178571429,0.450502458841,6.42857142857,19.1071428571,0.336448598131,12.1071428571,15.8035714286,0.766101694915,10.6607142857,32.0535714286,42.7142857143,23.2142857143,5.96428571429,4.30357142857,14.125,18.8571428571,93.7857142857,0.517857142857,0.267857142857,Philadelphia 76ers,36.9814814815,83.7962962963,0.441325966851,6.11111111111,17.4444444444,0.350318471338,12.0925925926,16.7222222222,0.723145071982,10.7777777778,30.5740740741,41.3518518519,22.1851851852,7.12962962963,4.88888888889,12.4444444444,18.8703703704,92.1666666667,0.555555555556,0.407407407407,0
201302220PHO,Boston Celtics,36.8148148148,80.4814814815,0.457432121491,5.7037037037,16.6481481481,0.342602892102,16.4444444444,21.037037037,0.781690140845,8.51851851852,31.3703703704,39.8888888889,23.3333333333,8.59259259259,4.22222222222,13.7592592593,21.6481481481,95.7777777778,0.537037037037,0.518518518519,Phoenix Suns,37.2727272727,83.9090909091,0.44420368364,5.65454545455,17.2727272727,0.327368421053,14.6545454545,19.4181818182,0.75468164794,11.3454545455,29.8181818182,41.1636363636,22.1272727273,7.72727272727,5.4,14.0727272727,20.5636363636,94.8545454545,0.454545454545,0.327272727273,0
201212070MIN,Cleveland Cavaliers,35.4210526316,85.3684210526,0.414919852035,7.89473684211,22.3684210526,0.352941176471,16.5789473684,22.7368421053,0.729166666667,14.2105263158,28.3684210526,42.5789473684,19.6842105263,8.42105263158,2.68421052632,14.8947368421,21.4210526316,95.3157894737,0.368421052632,0.210526315789,Minnesota Timberwolves,34.2352941176,80.0588235294,0.42762674504,5.88235294118,19.2352941176,0.305810397554,18.9411764706,26.6470588235,0.710816777042,13.1176470588,32.0588235294,45.1764705882,20.9411764706,7.76470588235,6.23529411765,14.7647058824,18.9411764706,93.2941176471,0.411764705882,0.470588235294,1
201212070MIL,Charlotte Bobcats,35.1764705882,84.1764705882,0.417889587701,6.64705882353,19.2352941176,0.345565749235,19.1176470588,24.4117647059,0.78313253012,11.7058823529,30.7647058824,42.4705882353,19.5882352941,8.35294117647,6.88235294118,13.2941176471,19.6470588235,96.1176470588,0.647058823529,0.411764705882,Milwaukee Bucks,38.0588235294,86.1764705882,0.441638225256,5.58823529412,17.8823529412,0.3125,14.4705882353,19.2352941176,0.752293577982,11.1764705882,30.2352941176,41.4117647059,23.0,8.47058823529,7.35294117647,13.5294117647,19.8235294118,96.1764705882,0.470588235294,0.470588235294,1
201212310SAS,Brooklyn Nets,34.8666666667,79.3666666667,0.439311213776,7.56666666667,22.1333333333,0.34186746988,17.5666666667,23.9666666667,0.732962447844,12.3333333333,29.0666666667,41.4,20.2333333333,7.03333333333,4.96666666667,13.4333333333,18.7,94.8666666667,0.6,0.533333333333,San Antonio Spurs,39.84375,82.34375,0.483870967742,8.90625,22.65625,0.393103448276,17.0,21.40625,0.794160583942,8.71875,33.40625,42.125,25.5,8.75,5.21875,14.84375,17.53125,105.59375,0.4375,0.75,1
201302260PHO,Minnesota Timberwolves,35.5283018868,81.320754717,0.436890951276,5.37735849057,17.9056603774,0.300316122234,19.0377358491,25.9056603774,0.734887108521,12.8301886792,30.358490566,43.1886792453,21.9433962264,8.09433962264,4.88679245283,14.5849056604,18.5283018868,95.4716981132,0.509433962264,0.377358490566,Phoenix Suns,37.1052631579,83.8596491228,0.442468619247,5.57894736842,17.1578947368,0.325153374233,14.8070175439,19.7192982456,0.750889679715,11.3859649123,29.8596491228,41.2456140351,22.2280701754,7.78947368421,5.40350877193,14.1578947368,20.649122807,94.5964912281,0.473684210526,0.315789473684,1
201302200IND,New York Knicks,36.76,82.58,0.445144102688,11.04,28.98,0.380952380952,15.78,20.96,0.75286259542,11.16,29.92,41.08,19.7,8.02,3.74,11.18,18.92,100.34,0.54,0.64,Indiana Pacers,34.8113207547,81.2075471698,0.428671003717,6.71698113208,19.320754717,0.34765625,16.4716981132,22.1886792453,0.742346938776,13.0188679245,32.7735849057,45.7924528302,20.1886792453,6.81132075472,6.67924528302,14.3396226415,19.7547169811,92.8113207547,0.490566037736,0.603773584906,1
201302120UTA,Oklahoma City Thunder,38.1960784314,79.4117647059,0.480987654321,7.70588235294,19.6666666667,0.391824526421,22.2941176471,26.8823529412,0.82932166302,10.3137254902,32.8823529412,43.1960784314,22.137254902,8.50980392157,7.39215686275,14.9215686275,20.2549019608,106.392156863,0.509803921569,0.764705882353,Utah Jazz,36.8076923077,81.5576923077,0.451308653619,6.09615384615,16.7115384615,0.364787111623,18.3846153846,24.0384615385,0.7648,12.1538461538,29.75,41.9038461538,22.8461538462,8.26923076923,6.46153846154,14.1923076923,21.6923076923,98.0961538462,0.480769230769,0.538461538462,1
201212140OKC,Sacramento Kings,36.0476190476,83.2380952381,0.433066361556,6.2380952381,18.2857142857,0.341145833333,15.7142857143,20.9047619048,0.751708428246,11.4285714286,30.0476190476,41.4761904762,18.619047619,8.09523809524,4.52380952381,14.380952381,21.8571428571,94.0476190476,0.571428571429,0.333333333333,Oklahoma City Thunder,37.3181818182,76.3181818182,0.488981536629,7.54545454545,18.1818181818,0.415,23.2272727273,27.8636363636,0.833605220228,9.5,32.5454545455,42.0454545455,22.1363636364,7.40909090909,7.59090909091,15.1818181818,20.5909090909,105.409090909,0.636363636364,0.818181818182,1
201304150OKC,Sacramento Kings,37.6,84.1,0.447086801427,7.425,20.35,0.364864864865,17.575,22.7875,0.771256171146,11.4875,29.0,40.4875,20.825,8.225,4.225,14.075,21.025,100.2,0.5,0.35,Oklahoma City Thunder,38.0875,79.0375,0.481891507196,7.375,19.3,0.382124352332,22.4,27.025,0.828862164662,10.3,33.275,43.575,21.425,8.2625,7.7,14.7875,20.275,105.95,0.4875,0.7375,1
201303060MEM,Portland Trail Blazers,36.6271186441,82.1694915254,0.445750825083,8.10169491525,23.6779661017,0.342161775233,16.2711864407,20.9661016949,0.776071139854,11.2711864407,30.406779661,41.6779661017,21.593220339,6.8813559322,4.74576271186,14.5254237288,18.8813559322,97.6271186441,0.508474576271,0.474576271186,Memphis Grizzlies,36.224137931,82.1551724138,0.44092339979,4.75862068966,13.7413793103,0.346298619824,16.3103448276,20.9310344828,0.779242174629,13.3103448276,29.4655172414,42.775862069,21.2068965517,8.81034482759,5.1724137931,13.8275862069,19.8965517241,93.5172413793,0.534482758621,0.672413793103,1
201212170MEM,Chicago Bulls,35.3636363636,80.0909090909,0.441543700341,4.27272727273,12.5454545455,0.340579710145,18.4545454545,22.8636363636,0.807157057654,12.3181818182,31.4090909091,43.7272727273,22.6818181818,7.18181818182,5.22727272727,15.0,18.9090909091,93.4545454545,0.590909090909,0.590909090909,Memphis Grizzlies,36.619047619,82.8571428571,0.441954022989,5.52380952381,15.3333333333,0.360248447205,18.380952381,22.8571428571,0.804166666667,13.0,29.2857142857,42.2857142857,20.9047619048,9.28571428571,5.71428571429,14.1904761905,20.8095238095,97.1428571429,0.52380952381,0.714285714286,1
201211040TOR,Minnesota Timberwolves,32.0,87.0,0.367816091954,2.0,17.0,0.117647058824,26.0,36.0,0.722222222222,17.0,36.0,53.0,17.0,4.0,10.0,11.0,17.0,92.0,1.0,1.0,Toronto Raptors,35.0,86.5,0.404624277457,6.5,17.5,0.371428571429,17.5,22.0,0.795454545455,12.5,27.0,39.5,20.5,10.0,6.5,12.0,24.5,94.0,0.5,0.0,1
