Los Angeles Lakers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
bryanko01,44:42,15,22,.682,6,9,.667,2,4,.500,1,6,7,10,1,1,2,3,38,-4
gasolpa01,35:41,6,14,.429,0,0,,3,5,.600,2,3,5,3,0,4,0,3,15,+10
artesro01,35:19,6,13,.462,1,5,.200,0,0,,1,2,3,1,0,0,1,4,13,+10
fishede01,33:00,4,7,.571,0,2,.000,0,0,,1,1,2,2,2,0,1,5,8,0
bynuman01,24:54,6,9,.667,0,0,,0,0,,4,4,8,1,0,1,2,3,12,-16
odomla01,35:25,6,13,.462,1,3,.333,2,4,.500,4,6,10,3,1,0,0,4,15,-12
farmajo01,15:00,1,5,.200,1,4,.250,0,0,,0,1,1,1,0,0,0,1,3,-9
brownsh01,13:38,1,7,.143,0,4,.000,0,0,,0,0,0,2,0,1,0,0,2,-21
waltolu01,2:21,0,1,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,0,0,-3
Team Totals,240,45,91,.495,9,28,.321,7,13,.538,13,23,36,25,4,7,6,23,106,
Phoenix Suns
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
richaja01,31:19,4,9,.444,1,3,.333,2,2,1.000,2,4,6,2,1,0,0,1,11,-4
stoudam01,31:00,7,14,.500,0,0,,7,12,.583,5,3,8,0,0,0,1,2,21,-5
nashst01,30:15,3,11,.273,1,5,.200,8,9,.889,1,3,4,8,1,0,2,1,15,-9
hillgr01,20:14,4,8,.500,0,2,.000,0,0,,1,3,4,0,0,0,0,1,8,-3
lopezro01,12:35,3,10,.300,0,0,,0,0,,4,2,6,0,0,0,0,0,6,-3
fryech01,35:25,4,8,.500,4,8,.500,2,2,1.000,0,6,6,1,1,1,1,2,14,+12
dudleja01,27:46,4,7,.571,3,6,.500,0,3,.000,1,5,6,2,0,1,0,1,11,+12
dragigo01,17:45,3,6,.500,0,2,.000,2,2,1.000,1,3,4,8,0,0,0,0,8,+18
amundlo01,17:00,3,3,1.000,0,0,,1,2,.500,3,4,7,0,0,1,1,2,7,+14
barbole01,16:41,6,8,.750,2,4,.500,0,0,,0,0,0,2,0,0,2,2,14,+13
Team Totals,240,41,84,.488,11,30,.367,22,32,.688,18,33,51,23,3,3,7,12,115,
