Atlanta Hawks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
abdursh01,43:00,10,19,.526,0,0,,3,4,.750,1,3,4,3,1,1,1,2,23,-3
terryja01,41:00,8,26,.308,4,5,.800,4,7,.571,1,3,4,12,4,0,3,1,24,-3
newblir01,39:00,5,10,.500,0,0,,2,4,.500,5,4,9,3,0,0,0,6,12,+6
mohamna01,37:00,7,15,.467,0,0,,3,6,.500,8,4,12,1,1,0,1,1,17,+3
johnsde03,27:00,4,5,.800,1,1,1.000,0,0,,1,7,8,1,0,2,3,3,9,0
kukocto01,26:00,3,8,.375,0,2,.000,1,2,.500,1,4,5,2,1,0,5,1,7,-9
mottoha01,15:00,1,5,.200,0,0,,2,2,1.000,2,2,4,0,0,0,0,1,4,-12
vaughja01,12:00,1,3,.333,0,0,,1,2,.500,0,1,1,2,0,0,1,2,3,-12
Team Totals,240,39,91,.429,5,8,.625,16,27,.593,19,28,47,24,7,3,14,17,99,
Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
stackje01,42:00,7,13,.538,0,1,.000,4,8,.500,1,2,3,12,0,0,3,2,18,+7
robincl02,41:00,7,15,.467,3,7,.429,2,2,1.000,1,7,8,4,3,4,0,5,19,+5
atkinch01,34:00,9,15,.600,2,4,.500,0,2,.000,1,3,4,4,0,0,4,4,20,+5
rebraze01,34:00,7,9,.778,0,0,,4,4,1.000,1,12,13,3,0,7,0,1,18,+6
currymi01,30:00,1,6,.167,0,1,.000,2,2,1.000,1,2,3,0,1,0,2,3,4,-13
barryjo01,23:00,3,7,.429,2,2,1.000,2,2,1.000,0,3,3,2,2,1,2,1,10,+12
willico02,22:00,7,14,.500,0,0,,2,2,1.000,2,2,4,2,2,2,1,5,16,+7
jonesda01,14:00,0,0,,0,0,,0,2,.000,0,1,1,1,1,0,1,0,0,+1
Team Totals,240,41,79,.519,7,15,.467,16,24,.667,7,32,39,28,9,14,13,21,105,
