Toronto Raptors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
cartevi01,40:00,13,25,.520,0,2,.000,10,13,.769,0,7,7,1,2,1,2,5,36
davisan01,37:00,5,15,.333,0,0,,2,7,.286,7,10,17,0,0,0,3,2,12
oaklech01,34:00,2,8,.250,0,0,,2,2,1.000,4,8,12,2,1,0,3,5,6
chrisdo01,32:00,5,14,.357,1,6,.167,0,0,,0,3,3,4,2,0,1,2,11
willial02,20:00,3,8,.375,0,1,.000,0,0,,0,3,3,3,1,0,1,3,6
boguemu01,28:00,2,3,.667,0,0,,1,2,.500,0,0,0,4,2,0,0,1,5
mcgratr01,24:00,3,8,.375,0,0,,4,6,.667,1,4,5,3,1,1,2,3,10
willike02,20:00,2,4,.500,0,0,,0,0,,0,2,2,0,1,0,0,2,4
thomajo02,3:00,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0
curryde01,2:00,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0
Team Totals,240,35,86,.407,1,10,.100,19,30,.633,12,38,50,17,11,2,12,23,90
New York Knicks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
houstal01,37:00,7,15,.467,3,7,.429,1,2,.500,0,1,1,5,1,0,3,2,18
sprewla01,35:00,11,21,.524,2,3,.667,1,4,.250,1,3,4,3,0,0,3,4,25
ewingpa01,33:00,3,5,.600,0,0,,2,6,.333,0,8,8,1,0,3,2,3,8
cambyma01,33:00,1,4,.250,0,0,,4,4,1.000,0,9,9,4,0,2,0,2,6
johnsla02,18:00,2,8,.250,0,0,,3,3,1.000,0,3,3,2,1,0,1,4,7
wardch01,35:00,2,8,.250,1,4,.250,0,0,,0,2,2,4,1,1,2,1,5
thomaku01,21:00,4,9,.444,0,0,,0,0,,4,6,10,0,1,0,1,4,8
wallajo01,19:00,6,9,.667,0,0,,2,3,.667,0,3,3,1,0,1,3,2,14
dudlech02,9:00,0,0,,0,0,,0,0,,1,1,2,1,0,0,0,1,0
Team Totals,240,36,79,.456,6,14,.429,13,22,.591,6,36,42,21,4,7,15,23,91
