Philadelphia 76ers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
lynchge01,28:00,4,10,.400,0,1,.000,0,0,,2,2,4,2,0,1,1,4,8
iversal01,26:00,7,16,.438,1,3,.333,4,5,.800,0,1,1,0,3,0,2,1,19
hillty01,23:00,2,11,.182,0,0,,0,2,.000,2,3,5,1,1,1,0,2,4
snower01,18:00,1,4,.250,0,0,,0,0,,0,1,1,3,1,0,1,3,2
ratlith01,14:00,1,2,.500,0,0,,3,4,.750,2,1,3,0,0,1,1,3,5
geigema01,33:00,7,17,.412,0,0,,3,4,.750,4,7,11,1,1,1,1,4,17
mckieaa01,33:00,7,10,.700,0,2,.000,0,0,,0,6,6,5,4,1,1,3,14
owensbi01,26:00,1,7,.143,0,0,,3,4,.750,1,4,5,1,0,0,0,4,5
hughela01,25:00,4,8,.500,0,1,.000,1,2,.500,1,2,3,3,1,0,5,4,9
maccuto01,8:00,3,4,.750,0,0,,0,0,,1,2,3,0,0,1,1,2,6
bowenbr01,6:00,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,0,2,2
Team Totals,240,38,91,.418,1,7,.143,14,21,.667,13,29,42,17,11,6,13,32,91
Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
hunteli01,42:00,6,14,.429,2,6,.333,0,0,,2,4,6,4,3,1,4,3,14
stackje01,41:00,7,14,.500,1,4,.250,11,12,.917,1,1,2,4,1,2,6,3,26
hillgr01,41:00,7,16,.438,1,1,1.000,5,8,.625,0,6,6,7,1,0,2,0,20
laettch01,36:00,4,14,.286,0,1,.000,4,6,.667,2,5,7,2,0,1,2,4,12
millste01,22:00,4,8,.500,1,2,.500,0,0,,0,5,5,0,0,0,0,3,9
willije01,29:00,5,6,.833,0,0,,8,11,.727,7,9,16,1,0,1,3,1,18
currymi01,17:00,1,5,.200,0,0,,1,1,1.000,1,2,3,1,0,0,0,0,3
vaughlo01,8:00,1,2,.500,0,0,,0,0,,1,2,3,1,0,0,1,0,2
crottjo01,4:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,2,0
Team Totals,240,35,79,.443,5,14,.357,29,38,.763,14,34,48,20,5,5,20,16,104
