New York Knicks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
houstal01,46:00,8,17,.471,4,6,.667,2,2,1.000,0,1,1,6,0,0,1,1,22
sprewla01,44:00,9,15,.600,1,2,.500,8,9,.889,0,3,3,7,4,1,5,2,27
ewingpa01,44:00,7,17,.412,0,2,.000,6,8,.750,4,12,16,1,0,0,4,3,20
wardch01,39:00,7,9,.778,5,6,.833,2,2,1.000,0,2,2,5,3,0,2,3,21
thomaku01,30:00,1,7,.143,0,0,,1,2,.500,4,9,13,0,1,1,3,5,3
wallajo01,28:00,7,9,.778,0,0,,0,0,,0,4,4,2,0,1,2,2,14
brunsri01,9:00,1,1,1.000,0,0,,0,0,,0,0,0,3,0,0,1,0,2
Team Totals,240,40,75,.533,10,16,.625,19,23,.826,8,31,39,24,8,3,18,16,109
Milwaukee Bucks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
cassesa01,38:00,7,12,.583,0,1,.000,2,4,.500,0,1,1,7,2,1,2,2,16
allenra02,37:00,7,18,.389,3,8,.375,7,7,1.000,0,4,4,7,4,1,4,3,24
robingl01,36:00,7,14,.500,2,4,.500,3,4,.750,0,3,3,2,0,0,4,4,19
willisc01,30:00,7,9,.778,0,0,,0,0,,5,8,13,4,0,0,0,1,14
johnser02,22:00,2,3,.667,0,0,,1,1,1.000,1,3,4,1,1,0,0,5,5
thomati01,28:00,6,11,.545,2,3,.667,2,2,1.000,0,4,4,2,0,0,1,1,16
mannida01,22:00,3,6,.500,0,0,,1,2,.500,0,1,1,1,4,0,2,3,7
delnevi01,21:00,1,6,.167,0,0,,0,0,,0,0,0,3,0,0,0,0,2
hamda01,6:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,240,40,80,.500,7,16,.438,16,20,.800,6,24,30,27,11,2,13,19,103
