Denver Nuggets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
mcdyean01,35:00,12,18,.667,0,0,,5,6,.833,1,4,5,2,0,0,2,3,29
vanexni01,35:00,9,13,.692,1,2,.500,0,0,,0,1,1,8,0,0,4,1,19
clarkke01,34:00,6,11,.545,0,0,,3,4,.750,2,7,9,0,1,2,5,2,15
lafrera01,33:00,3,8,.375,0,3,.000,6,9,.667,2,8,10,2,1,3,0,4,12
poseyja01,28:00,5,12,.417,2,6,.333,0,0,,2,3,5,3,0,0,4,5,12
bowenry01,20:00,2,3,.667,0,1,.000,2,2,1.000,2,1,3,1,1,0,0,2,6
mccloge01,20:00,2,6,.333,1,3,.333,0,0,,0,0,0,4,1,0,1,5,5
herrech01,18:00,1,4,.250,0,2,.000,1,3,.333,1,1,2,7,0,0,0,2,3
gatlich01,11:00,2,2,1.000,0,0,,4,6,.667,0,5,5,1,0,0,3,3,8
jonespo01,6:00,3,4,.750,0,0,,1,1,1.000,1,2,3,0,0,1,0,0,7
Team Totals,240,45,81,.556,4,17,.235,22,31,.710,11,32,43,28,4,6,19,27,116
Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
stackje01,34:00,13,21,.619,6,10,.600,8,8,1.000,0,1,1,4,0,1,1,1,40
hillgr01,33:00,9,21,.429,0,0,,9,11,.818,1,1,2,10,4,1,2,2,27
laettch01,33:00,4,7,.571,0,0,,3,3,1.000,1,5,6,6,1,0,2,4,11
hunteli01,31:00,2,7,.286,2,4,.500,0,0,,0,1,1,6,1,1,1,2,6
millste01,12:00,3,3,1.000,1,1,1.000,0,0,,2,1,3,0,0,0,2,4,7
currymi01,24:00,2,5,.400,0,0,,4,4,1.000,0,0,0,1,0,0,1,2,8
willije01,23:00,5,6,.833,0,0,,1,3,.333,2,6,8,0,2,0,1,4,11
mooremi01,21:00,5,8,.625,0,0,,5,6,.833,3,5,8,0,0,1,0,6,15
crottjo01,17:00,0,4,.000,0,1,.000,3,3,1.000,0,1,1,4,1,0,1,3,3
buechju01,5:00,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,0,0,2
vaughlo01,4:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0
montrer01,3:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
Team Totals,240,44,85,.518,9,16,.563,33,38,.868,9,23,32,31,10,4,12,28,130
