Seattle SuperSonics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
paytoga01,53:00,13,26,.500,2,6,.333,6,8,.750,1,4,5,12,2,2,4,1,34
bakervi01,41:00,9,19,.474,1,2,.500,1,2,.500,3,6,9,0,1,1,6,5,20
barrybr01,41:00,4,12,.333,1,4,.250,2,3,.667,0,3,3,3,1,0,0,5,11
grantho01,40:00,4,8,.500,0,0,,2,2,1.000,0,4,4,2,0,0,0,2,10
patteru01,24:00,3,7,.429,0,1,.000,2,4,.500,2,2,4,1,0,0,0,3,8
davisem01,29:00,3,6,.500,1,2,.500,0,0,,0,2,2,3,2,0,1,3,7
fostegr01,18:00,3,3,1.000,0,0,,0,0,,0,1,1,0,0,1,0,2,6
lewisra02,17:00,2,5,.400,0,1,.000,0,0,,2,2,4,1,0,0,1,3,4
mccoyje01,2:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
Team Totals,265,41,86,.477,5,16,.313,13,19,.684,8,25,33,22,6,4,12,24,100
Minnesota Timberwolves
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
sealyma01,46:00,7,11,.636,0,0,,4,4,1.000,0,7,7,5,0,0,5,4,18
garneke01,41:00,10,21,.476,0,2,.000,1,2,.500,2,11,13,7,0,1,2,2,21
brandte01,41:00,9,14,.643,2,3,.667,0,0,,0,4,4,11,1,1,1,5,20
szczewa02,39:00,3,8,.375,0,1,.000,5,6,.833,0,1,1,3,1,1,0,4,11
garrede01,26:00,3,3,1.000,0,0,,0,0,,1,3,4,0,1,5,2,3,6
smithjo02,31:00,4,6,.667,0,0,,6,6,1.000,2,5,7,1,1,0,3,3,14
peelean01,20:00,2,8,.250,0,1,.000,0,0,,1,1,2,1,0,0,0,2,4
averywi01,12:00,4,6,.667,1,1,1.000,0,1,.000,0,0,0,1,0,0,2,1,9
nestera01,8:00,1,3,.333,0,0,,0,0,,0,2,2,1,0,0,1,0,2
jacksbo01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,265,43,80,.538,3,8,.375,16,19,.842,6,34,40,30,4,8,16,24,105
