Boston Celtics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
birdla01,35:00,12,20,.600,3,3,1.000,2,2,1.000,2,9,11,7,4,1,3,2,29
paxsoji02,33:00,5,8,.625,0,2,.000,0,0,,1,2,3,3,0,0,2,2,10
parisro01,29:00,7,11,.636,0,0,,3,3,1.000,1,9,10,0,1,1,3,2,17
johnsde01,22:00,0,3,.000,0,0,,1,2,.500,1,0,1,2,2,0,2,3,1
pincked01,19:00,4,7,.571,0,0,,2,2,1.000,3,1,4,1,0,0,0,1,10
mchalke01,29:00,9,14,.643,0,0,,5,5,1.000,2,7,9,2,0,3,3,3,23
smithch02,20:00,1,2,.500,0,0,,3,4,.750,0,0,0,1,1,0,0,2,5
lewisre01,19:00,4,7,.571,0,0,,0,0,,1,1,2,2,2,0,1,0,8
kleinjo01,19:00,3,6,.500,0,0,,0,0,,1,5,6,2,0,1,2,1,6
upshake01,6:00,2,3,.667,0,1,.000,0,0,,0,0,0,0,0,0,0,0,4
gamblke01,5:00,1,1,1.000,0,0,,0,0,,0,0,0,2,0,0,0,0,2
smithmi01,4:00,1,1,1.000,0,0,,1,2,.500,0,1,1,0,0,0,1,0,3
Team Totals,240,49,83,.590,3,6,.500,17,20,.850,12,35,47,22,10,6,17,16,118
New Jersey Nets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
hopsode01,38:00,7,19,.368,1,3,.333,0,0,,1,3,4,2,5,0,2,2,15
bowiesa01,36:00,3,12,.250,0,0,,8,10,.800,7,4,11,2,1,1,2,1,14
connele01,34:00,3,10,.300,0,1,.000,0,1,.000,4,3,7,4,2,0,0,2,6
shackch01,33:00,6,17,.353,0,0,,2,2,1.000,3,4,7,4,1,0,4,5,14
morrich01,30:00,8,17,.471,1,2,.500,1,4,.250,5,2,7,1,2,1,2,5,18
shortpu01,27:00,5,13,.385,0,0,,3,5,.600,2,0,2,1,1,0,0,1,13
blaylmo01,20:00,4,10,.400,0,0,,1,2,.500,1,2,3,2,1,0,0,2,9
brundst01,9:00,1,4,.250,0,0,,0,0,,3,1,4,0,0,0,1,2,2
carrojo01,5:00,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,4
carliri01,3:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
jacksja01,3:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
tayloja01,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
Team Totals,240,39,105,.371,2,6,.333,15,24,.625,26,19,45,16,13,2,12,21,95
