Chicago Bulls
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
gibsota01,48:00,8,15,.533,0,0,,0,0,,2,7,9,2,0,2,2,5,16,-4
denglu01,47:56,6,18,.333,1,6,.167,5,6,.833,4,2,6,1,2,1,1,3,18,-4
robinna01,41:26,4,16,.250,0,3,.000,4,4,1.000,1,3,4,11,1,0,2,3,12,-8
hamilri01,17:28,4,5,.800,0,0,,1,1,1.000,0,0,0,2,1,0,2,1,9,-8
mohamna01,7:54,2,3,.667,0,0,,0,0,,0,1,1,0,0,0,1,1,4,-9
butleji01,40:06,5,10,.500,0,2,.000,2,2,1.000,4,2,6,3,2,0,1,2,12,+5
belinma01,30:32,5,9,.556,0,3,.000,8,9,.889,0,2,2,4,2,0,3,2,18,+4
teaguma01,6:38,0,2,.000,0,0,,0,0,,0,1,1,0,1,0,1,0,0,+4
Team Totals,240,34,78,.436,1,14,.071,20,22,.909,11,18,29,23,9,3,13,17,89,
Brooklyn Nets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
wallage01,41:26,3,4,.750,0,0,,0,4,.000,5,8,13,2,1,0,3,3,6,+8
johnsjo02,37:37,6,14,.429,1,2,.500,0,0,,0,3,3,2,1,0,3,1,13,+7
willide01,35:36,4,12,.333,1,3,.333,2,2,1.000,1,1,2,6,0,1,3,2,11,-2
lopezbr01,29:26,9,16,.563,0,0,,2,4,.500,1,3,4,2,1,1,1,1,20,0
evansre01,20:33,4,5,.800,0,0,,0,2,.000,2,5,7,1,0,0,1,1,8,0
brookma01,20:41,5,10,.500,1,2,.500,2,2,1.000,1,1,2,3,2,0,2,1,13,+5
watsocj01,20:17,2,4,.500,1,2,.500,2,2,1.000,0,3,3,0,1,0,1,0,7,+4
blatcan01,16:12,5,7,.714,0,0,,1,2,.500,0,3,3,3,1,1,0,4,11,+3
boganke01,11:39,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,5,3,-1
humphkr01,6:34,0,1,.000,0,0,,1,2,.500,1,1,2,0,0,1,0,0,1,-4
Team Totals,240,39,75,.520,5,11,.455,10,20,.500,11,29,40,19,7,4,14,18,93,
