Orlando Magic
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
onealsh01,53:00,18,32,.563,0,0,,6,14,.429,4,7,11,1,1,3,1,3,42
scottde01,53:00,5,15,.333,2,3,.667,6,8,.750,0,3,3,2,3,1,2,3,18
anderni01,52:00,9,17,.529,1,5,.200,4,6,.667,1,7,8,5,5,0,0,1,23
hardaan01,49:00,7,14,.500,0,1,.000,0,1,.000,3,8,11,12,3,0,3,4,14
turneje01,41:00,5,12,.417,0,1,.000,0,0,,4,7,11,0,0,0,4,5,10
skilesc01,20:00,1,6,.167,1,2,.500,0,0,,1,0,1,1,0,1,1,2,3
krystla01,13:00,0,3,.000,0,0,,0,0,,0,3,3,1,0,0,0,1,0
aventan01,5:00,0,4,.000,0,0,,0,0,,2,3,5,0,0,0,1,0,0
rollitr01,4:00,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0
Team Totals,290,45,103,.437,4,12,.333,16,29,.552,15,38,53,22,12,6,12,20,110
Boston Celtics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
brownde01,53:00,9,18,.500,1,2,.500,6,6,1.000,0,7,7,8,4,1,0,1,25
douglsh01,47:00,7,17,.412,0,0,,2,5,.400,1,2,3,10,1,1,3,5,16
parisro01,44:00,6,15,.400,0,0,,0,0,,3,13,16,2,0,1,4,5,12
radjadi01,42:00,13,24,.542,0,0,,3,3,1.000,2,8,10,0,0,0,3,5,29
foxri01,36:00,6,11,.545,1,3,.333,2,2,1.000,2,5,7,10,0,1,0,5,15
pincked01,31:00,5,8,.625,0,0,,2,2,1.000,5,10,15,1,0,1,3,2,12
mcdanxa01,24:00,0,7,.000,0,1,.000,0,0,,1,4,5,2,1,0,0,2,0
gamblke01,10:00,2,4,.500,0,0,,0,0,,0,0,0,1,0,0,1,0,4
earlac01,3:00,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,290,48,106,.453,2,6,.333,15,18,.833,14,49,63,34,6,5,14,25,113
