Los Angeles Lakers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
divacvl01,41:00,8,10,.800,0,0,,3,4,.750,3,5,8,4,6,2,3,4,19
peelean01,33:00,8,17,.471,0,1,.000,5,8,.625,5,3,8,4,2,0,3,3,21
campbel01,33:00,5,12,.417,0,0,,1,1,1.000,0,7,7,0,1,3,1,4,11
chrisdo01,27:00,3,6,.500,1,2,.500,0,0,,0,2,2,2,0,0,3,3,7
vanexni01,26:00,4,8,.500,0,3,.000,0,0,,0,1,1,4,0,0,0,4,8
threase01,29:00,5,11,.455,0,0,,1,1,1.000,0,2,2,7,3,0,1,3,11
worthja01,27:00,4,15,.267,2,3,.667,2,2,1.000,0,5,5,8,0,0,1,1,12
bowiesa01,20:00,5,9,.556,0,1,.000,0,0,,0,1,1,1,0,2,0,2,10
smithto02,4:00,1,1,1.000,0,0,,1,1,1.000,1,0,1,1,0,0,0,2,3
Team Totals,240,43,89,.483,3,10,.300,13,17,.765,9,26,35,31,12,7,12,26,102
Indiana Pacers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
millere01,44:00,8,15,.533,2,5,.400,7,8,.875,2,5,7,4,2,2,5,2,25
davisda01,39:00,4,7,.571,0,0,,1,4,.250,4,8,12,3,0,1,2,4,9
sealyma01,35:00,8,15,.533,1,1,1.000,2,4,.500,0,7,7,6,1,0,1,4,19
richapo01,33:00,8,15,.533,0,0,,4,6,.667,1,2,3,5,2,0,1,5,20
smitsri01,29:00,5,11,.455,0,0,,1,1,1.000,0,1,1,6,0,1,3,2,11
flemive01,16:00,2,4,.500,0,0,,3,6,.500,0,3,3,3,0,0,1,1,7
davisan01,13:00,2,3,.667,0,0,,2,2,1.000,1,3,4,0,1,0,1,3,6
willike03,8:00,1,2,.500,0,0,,0,0,,2,0,2,0,0,0,0,0,2
thompla01,7:00,0,1,.000,0,0,,1,2,.500,2,0,2,1,0,0,1,1,1
haskisc01,7:00,0,3,.000,0,0,,0,0,,2,3,5,0,0,0,1,0,0
mitchsa01,5:00,0,3,.000,0,0,,0,0,,2,0,2,0,0,0,1,2,0
paddige01,4:00,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
Team Totals,240,38,81,.469,3,6,.500,21,33,.636,16,33,49,28,6,4,17,24,100
