GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201304210SAS,240,32,85,.376,7,22,.318,20,25,.800,8,35,43,20,12,3,9,21,91,1,1
201304240SAS,240,42,82,.512,7,14,.500,11,14,.786,9,28,37,21,7,7,8,17,102,1,1
201304260LAL,240,52,85,.612,5,16,.313,11,15,.733,8,41,49,30,9,7,14,20,120,0,1
201304280LAL,240,39,84,.464,5,16,.313,20,23,.870,10,30,40,24,13,3,8,14,103,0,1
201305060SAS,290,46,105,.438,13,26,.500,24,28,.857,13,32,45,26,9,3,14,21,129,1,1
201305080SAS,240,35,89,.393,5,21,.238,16,24,.667,17,31,48,14,7,5,10,19,91,1,0
201305100GSW,240,40,79,.506,6,20,.300,16,23,.696,8,33,41,21,4,3,11,19,102,0,1
201305120GSW,265,33,93,.355,7,27,.259,14,25,.560,15,36,51,17,11,7,11,25,87,0,0
201305140SAS,240,40,77,.519,10,21,.476,19,25,.760,8,30,38,30,12,3,10,20,109,1,1
201305160GSW,240,33,73,.452,7,19,.368,21,25,.840,6,40,46,27,6,4,14,20,94,0,1
201305190SAS,240,40,76,.526,14,29,.483,11,14,.786,7,26,33,28,5,4,11,18,105,1,1
201305210SAS,265,36,83,.434,9,25,.360,12,17,.706,4,42,46,29,5,12,13,23,93,1,1
201305250MEM,265,41,82,.500,6,18,.333,16,22,.727,13,37,50,20,6,7,17,21,104,0,1
201305270MEM,240,39,76,.513,3,13,.231,12,13,.923,4,30,34,23,10,8,14,25,93,0,1
201306060MIA,240,35,84,.417,7,23,.304,15,18,.833,6,31,37,16,6,5,4,12,92,0,1
201306090MIA,240,32,78,.410,10,20,.500,10,14,.714,15,29,44,16,3,4,16,14,84,0,0
201306110SAS,240,43,88,.489,16,32,.500,11,19,.579,19,33,52,29,10,4,12,13,113,1,1
201306130SAS,240,31,70,.443,8,16,.500,23,31,.742,5,31,36,21,5,4,18,18,93,1,0
201306160SAS,240,42,70,.600,9,22,.409,21,26,.808,5,31,36,21,5,8,18,21,114,1,1
201306180MIA,265,37,85,.435,5,18,.278,21,28,.750,12,33,45,13,8,2,13,21,100,0,0
201306200MIA,240,31,82,.378,6,19,.316,20,22,.909,12,31,43,13,12,3,14,19,88,0,0
