GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201304200BRK,240,36,76,.474,2,8,.250,15,22,.682,9,26,35,15,4,5,9,17,89,0,0
201304220BRK,240,37,77,.481,3,12,.250,13,23,.565,9,35,44,21,6,7,14,25,90,0,1
201304250CHI,240,31,78,.397,3,15,.200,14,21,.667,9,39,48,17,6,3,13,15,79,1,1
201304270CHI,315,58,109,.532,6,19,.316,20,29,.690,9,37,46,34,8,7,14,35,142,1,1
201304290BRK,240,37,75,.493,4,12,.333,13,18,.722,11,22,33,20,8,4,12,20,91,0,0
201305020CHI,240,36,89,.404,7,18,.389,13,18,.722,15,31,46,23,4,7,16,26,92,1,0
201305040BRK,240,40,82,.488,7,21,.333,12,13,.923,13,27,40,20,6,7,8,14,99,0,1
201305060MIA,240,31,71,.437,7,18,.389,24,29,.828,9,37,46,20,5,3,15,20,93,0,1
201305080MIA,240,27,76,.355,9,23,.391,15,21,.714,12,16,28,17,8,0,17,27,78,0,0
201305100CHI,240,35,77,.455,7,22,.318,17,25,.680,11,26,37,21,7,4,11,30,94,1,0
201305130CHI,240,19,74,.257,2,17,.118,25,32,.781,19,27,46,12,10,3,17,19,65,1,0
201305150MIA,240,33,75,.440,8,19,.421,17,24,.708,15,25,40,14,5,5,14,21,91,0,0
