GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201304210OKC,240,44,83,.530,10,24,.417,22,28,.786,5,41,46,28,9,9,13,24,120,1,1
201304240OKC,240,37,85,.435,11,35,.314,20,24,.833,10,30,40,20,8,9,12,22,105,1,1
201304270HOU,240,33,87,.379,10,26,.385,28,30,.933,13,36,49,14,7,6,11,24,104,0,1
201304290HOU,240,35,72,.486,11,25,.440,22,25,.880,9,27,36,18,9,5,20,26,103,0,0
201305010OKC,240,36,86,.419,8,33,.242,20,28,.714,12,31,43,20,5,10,8,28,100,1,0
201305030HOU,240,38,83,.458,11,27,.407,16,16,1.000,9,32,41,21,9,5,10,24,103,0,1
201305050OKC,240,33,80,.413,5,15,.333,22,25,.880,7,36,43,13,2,6,10,22,93,1,1
201305070OKC,240,30,70,.429,9,24,.375,24,27,.889,8,27,35,17,3,7,19,26,93,1,0
201305110MEM,240,32,88,.364,5,18,.278,12,19,.632,14,37,51,10,7,4,12,23,81,0,0
201305130MEM,265,34,79,.430,9,20,.450,20,22,.909,8,36,44,19,4,10,15,30,97,0,0
201305150OKC,240,31,85,.365,6,25,.240,16,21,.762,13,31,44,19,3,6,13,25,84,1,0
