Indiana Pacers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
millere01,27:00,3,6,.500,0,0,,4,4,1.000,0,1,1,3,0,0,0,2,10
davisda01,24:00,3,4,.750,0,0,,0,0,,1,5,6,0,0,3,2,4,6
smitsri01,23:00,6,8,.750,0,0,,0,0,,1,7,8,0,0,1,2,4,12
mullich01,22:00,5,10,.500,1,2,.500,5,5,1.000,1,4,5,3,0,0,0,3,16
jacksma01,22:00,2,4,.500,0,1,.000,7,7,1.000,0,6,6,8,0,0,2,2,11
davisan01,27:00,2,5,.400,0,0,,4,6,.667,0,9,9,0,1,0,1,5,8
besttr01,26:00,5,10,.500,1,2,.500,7,7,1.000,2,2,4,3,1,0,2,2,18
roseja01,26:00,6,8,.750,0,0,,4,5,.800,0,3,3,4,1,0,4,4,16
hoibefr01,19:00,3,5,.600,0,1,.000,0,2,.000,0,1,1,1,2,0,0,0,6
popema01,12:00,2,5,.400,0,0,,0,0,,1,3,4,0,0,0,0,2,4
croshau01,8:00,0,2,.000,0,0,,0,0,,0,1,1,2,0,1,1,1,0
westma01,4:00,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,0,0,2
Team Totals,240,38,69,.551,2,6,.333,31,36,.861,7,43,50,24,5,5,14,29,109
Milwaukee Bucks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
robingl01,36:00,7,21,.333,0,0,,4,5,.800,2,4,6,3,0,0,1,1,18
hillty01,33:00,5,8,.625,0,1,.000,3,4,.750,3,7,10,2,0,0,1,5,13
brandte01,30:00,7,15,.467,0,3,.000,1,1,1.000,0,2,2,3,3,0,0,5,15
allenra02,30:00,3,10,.300,1,3,.333,2,4,.500,1,3,4,10,3,0,4,4,9
johnser02,23:00,2,9,.222,0,0,,0,0,,3,3,6,0,1,2,1,3,4
currymi01,20:00,1,3,.333,0,0,,3,4,.750,1,0,1,1,2,0,1,2,5
perryel01,18:00,1,6,.167,0,0,,0,0,,0,0,0,0,0,0,0,1,2
gilliar01,15:00,2,4,.500,0,0,,1,1,1.000,1,2,3,0,0,0,1,0,5
langan01,15:00,0,4,.000,0,0,,4,4,1.000,0,1,1,0,0,1,0,2,4
feickja01,10:00,2,3,.667,0,0,,1,3,.333,2,2,4,1,0,0,0,1,5
nordgje01,6:00,1,3,.333,0,0,,0,0,,1,0,1,0,0,0,0,2,2
honeyje01,4:00,0,4,.000,0,1,.000,1,2,.500,0,0,0,0,0,0,0,0,1
Team Totals,240,31,90,.344,1,8,.125,20,28,.714,14,24,38,20,9,3,9,26,83
