Boston Celtics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
barroda01,34:00,5,11,.455,3,7,.429,2,2,1.000,0,0,0,4,0,0,1,2,15
mercero01,32:00,7,13,.538,0,1,.000,2,2,1.000,0,1,1,3,1,0,3,1,16
declean01,32:00,4,9,.444,0,0,,4,7,.571,1,6,7,2,2,1,1,3,12
walkean02,31:00,7,14,.500,1,2,.500,4,5,.800,2,3,5,1,0,0,5,4,19
mccarwa01,24:00,1,5,.200,0,1,.000,0,0,,1,3,4,2,0,0,1,4,2
minorgr01,25:00,1,4,.250,0,1,.000,1,3,.333,1,2,3,5,2,0,1,1,3
knightr01,22:00,3,5,.600,1,1,1.000,2,2,1.000,0,1,1,0,0,1,0,6,9
edneyty01,14:00,4,6,.667,0,0,,3,3,1.000,0,0,0,1,0,0,1,1,11
tabakza01,11:00,1,3,.333,0,0,,0,0,,4,3,7,0,0,2,1,1,2
hansore01,9:00,2,4,.500,0,0,,0,0,,2,1,3,1,1,0,2,4,4
jonesdo01,6:00,1,5,.200,0,0,,0,0,,0,0,0,0,0,0,0,0,2
Team Totals,240,36,79,.456,5,13,.385,18,24,.750,11,20,31,19,6,4,16,27,95
Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
majerda01,29:00,5,8,.625,3,4,.750,3,3,1.000,1,5,6,2,1,0,0,2,16
lenarvo01,27:00,10,18,.556,4,5,.800,2,2,1.000,1,3,4,2,1,0,2,2,26
hardati01,26:00,5,8,.625,1,4,.250,3,4,.750,0,2,2,7,1,0,2,2,14
stricma01,22:00,3,3,1.000,0,0,,5,5,1.000,0,3,3,0,0,0,0,3,11
mournal01,20:00,4,8,.500,0,0,,4,7,.571,4,4,8,0,1,2,3,2,12
barrybr01,25:00,2,5,.400,2,4,.500,0,0,,0,4,4,2,2,0,1,4,6
causwdu01,21:00,1,3,.333,0,0,,3,4,.750,0,3,3,1,0,1,3,2,5
conloma01,20:00,4,6,.667,0,0,,1,2,.500,1,2,3,2,3,0,0,1,9
murdoer01,19:00,4,5,.800,1,1,1.000,2,2,1.000,0,2,2,8,1,1,2,0,11
millste01,12:00,2,3,.667,0,1,.000,0,0,,0,1,1,1,0,0,1,2,4
langan02,11:00,2,3,.667,0,0,,2,2,1.000,0,1,1,0,1,0,3,2,6
waltere01,8:00,0,1,.000,0,0,,1,2,.500,1,1,2,0,0,0,1,0,1
Team Totals,240,42,71,.592,11,19,.579,26,33,.788,8,31,39,25,11,4,18,22,121
