New York Knicks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
johnsla02,34:00,5,11,.455,0,1,.000,0,0,,2,4,6,3,1,0,3,3,10
oaklech01,33:00,3,5,.600,0,0,,1,1,1.000,3,3,6,1,1,0,2,2,7
ewingpa01,30:00,8,17,.471,0,0,,2,3,.667,3,10,13,1,0,0,1,2,18
houstal01,25:00,7,13,.538,0,1,.000,1,4,.250,1,1,2,0,2,0,1,3,15
wardch01,20:00,3,3,1.000,2,2,1.000,0,0,,0,1,1,3,1,0,1,2,8
childch01,28:00,1,8,.125,0,2,.000,1,2,.500,0,3,3,8,1,0,0,2,3
starkjo01,26:00,8,14,.571,3,4,.750,1,2,.500,0,1,1,1,2,0,0,2,20
millsch01,26:00,7,10,.700,0,0,,1,3,.333,3,3,6,1,0,1,1,1,15
dudlech02,15:00,1,2,.500,0,0,,0,0,,2,5,7,1,0,0,0,6,2
willihe01,3:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,2
Team Totals,240,44,84,.524,5,10,.500,7,15,.467,14,31,45,19,8,1,10,23,100
Atlanta Hawks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
mutomdi01,40:00,5,10,.500,0,0,,2,2,1.000,3,9,12,1,0,0,1,3,12
blaylmo01,36:00,4,15,.267,0,3,.000,2,2,1.000,1,2,3,3,0,0,2,1,10
laettch01,35:00,4,9,.444,0,0,,8,8,1.000,2,4,6,2,1,0,2,3,16
corbity01,31:00,6,11,.545,1,3,.333,1,2,.500,1,4,5,2,2,0,2,5,14
grayed01,30:00,3,11,.273,0,1,.000,4,5,.800,0,2,2,2,0,2,1,2,10
recasel01,28:00,4,12,.333,0,2,.000,2,2,1.000,1,1,2,1,1,0,2,0,10
brownch01,19:00,0,4,.000,0,0,,1,2,.500,1,4,5,0,0,0,0,1,1
crawfch01,8:00,2,3,.667,0,0,,0,1,.000,0,0,0,0,1,0,1,1,4
andergr01,8:00,0,0,,0,0,,2,2,1.000,1,0,1,0,1,0,0,4,2
millean01,5:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0
Team Totals,240,28,75,.373,1,9,.111,22,26,.846,10,27,37,11,6,2,11,21,79
