Indiana Pacers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
millere01,35:00,7,13,.538,2,3,.667,9,10,.900,0,3,3,1,1,0,3,2,25
smitsri01,27:00,7,16,.438,0,0,,0,0,,1,7,8,0,0,1,1,3,14
jacksma01,25:00,2,6,.333,0,1,.000,0,0,,0,2,2,5,2,0,4,1,4
davisda01,24:00,2,4,.500,0,0,,0,0,,1,3,4,0,0,2,0,3,4
mullich01,21:00,0,6,.000,0,2,.000,2,2,1.000,1,3,4,3,1,1,1,3,2
roseja01,27:00,2,9,.222,2,4,.500,0,0,,0,3,3,1,1,0,0,3,6
davisan01,24:00,2,4,.500,0,0,,4,6,.667,1,2,3,0,2,0,1,1,8
besttr01,23:00,5,7,.714,0,0,,0,0,,1,1,2,5,0,0,1,4,10
mckeyde01,21:00,1,7,.143,0,0,,0,2,.000,1,2,3,0,1,0,1,4,2
hoibefr01,13:00,1,5,.200,0,1,.000,2,2,1.000,0,0,0,1,0,0,0,1,4
Team Totals,240,29,77,.377,4,11,.364,17,22,.773,6,26,32,16,8,4,12,25,79
San Antonio Spurs
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
johnsav01,45:00,2,4,.500,0,0,,4,4,1.000,0,0,0,11,2,0,6,0,8
duncati01,42:00,9,15,.600,0,0,,0,4,.000,5,12,17,1,1,2,4,4,18
robinda01,38:00,15,24,.625,0,0,,9,13,.692,3,9,12,0,0,3,1,3,39
jacksja01,36:00,2,3,.667,1,1,1.000,1,3,.333,0,3,3,1,0,0,2,4,6
elliose01,32:00,2,7,.286,2,4,.500,6,8,.750,0,5,5,4,1,0,5,3,12
persoch01,18:00,0,4,.000,0,3,.000,2,2,1.000,0,6,6,0,0,0,0,1,2
alexaco01,11:00,0,1,.000,0,1,.000,0,0,,0,0,0,2,0,1,0,0,0
perduwi01,10:00,2,4,.500,0,0,,0,0,,2,1,3,0,1,1,0,2,4
willimo01,8:00,1,4,.250,0,0,,0,0,,0,0,0,0,1,0,0,0,2
Team Totals,240,33,66,.500,3,9,.333,22,34,.647,10,36,46,19,6,7,18,17,91
