New York Knicks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
houstal01,39:00,8,22,.364,3,3,1.000,3,3,1.000,0,6,6,1,0,0,3,2,22
oaklech01,38:00,6,14,.429,0,0,,0,0,,5,10,15,1,2,0,1,4,12
starkjo01,36:00,5,13,.385,1,5,.200,0,0,,1,1,2,5,1,0,2,0,11
johnsla02,34:00,7,14,.500,0,2,.000,2,3,.667,3,3,6,1,2,0,3,2,16
wardch01,29:00,4,6,.667,0,1,.000,2,2,1.000,0,7,7,4,3,0,4,2,10
millsch01,21:00,0,7,.000,0,0,,0,0,,1,4,5,1,0,0,1,1,0
childch01,19:00,1,3,.333,0,0,,0,0,,0,1,1,3,0,1,0,2,2
cummite01,16:00,2,5,.400,0,0,,0,0,,1,3,4,0,0,0,0,3,4
willihe01,8:00,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0
Team Totals,240,33,85,.388,4,11,.364,7,8,.875,11,35,46,17,8,1,14,16,77
Los Angeles Clippers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
rogerro01,39:00,4,11,.364,1,3,.333,5,6,.833,2,8,10,4,2,0,3,3,14
martida01,38:00,4,14,.286,1,5,.200,1,1,1.000,1,2,3,3,1,0,2,3,10
austiis01,35:00,7,11,.636,0,0,,1,4,.250,2,9,11,1,0,1,3,1,15
piatker01,25:00,0,7,.000,0,4,.000,1,2,.500,3,3,6,0,1,1,4,0,1
murrala01,18:00,2,6,.333,0,1,.000,0,0,,0,0,0,1,2,1,1,0,4
tayloma01,30:00,2,11,.182,0,0,,0,1,.000,0,4,4,4,0,3,0,0,4
robinja02,23:00,6,8,.750,3,3,1.000,0,0,,1,2,3,2,0,0,3,0,15
wrighlo02,22:00,6,11,.545,0,0,,1,1,1.000,2,4,6,0,0,0,0,2,13
richapo01,10:00,0,2,.000,0,1,.000,0,0,,0,2,2,2,0,0,1,0,0
Team Totals,240,31,81,.383,5,17,.294,9,15,.600,11,34,45,17,6,6,17,9,76
