Milwaukee Bucks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
brickfr01,32:00,9,14,.643,0,0,,1,3,.333,2,4,6,2,2,1,5,3,19
edwarbl01,32:00,8,14,.571,0,1,.000,2,2,1.000,1,4,5,1,2,2,3,2,18
murdoer01,31:00,4,11,.364,0,2,.000,6,9,.667,1,2,3,3,2,0,4,3,14
aventan01,28:00,0,7,.000,0,0,,1,2,.500,3,2,5,3,1,0,2,3,1
roberal01,25:00,4,6,.667,0,1,.000,0,0,,3,0,3,0,2,0,2,3,8
schayda01,30:00,4,9,.444,0,0,,0,0,,4,5,9,0,2,1,0,5,8
dayto01,23:00,3,11,.273,0,3,.000,0,0,,3,2,5,0,0,0,0,3,6
roberfr01,13:00,1,3,.333,0,0,,1,1,1.000,2,0,2,0,0,0,0,0,3
maybele01,10:00,0,3,.000,0,2,.000,0,0,,0,1,1,1,0,0,2,3,0
barryjo01,7:00,1,4,.250,0,1,.000,2,4,.500,1,0,1,2,0,0,2,0,4
lohaubr01,6:00,0,1,.000,0,0,,0,0,,1,0,1,1,0,1,1,0,0
pullaan01,3:00,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1
Team Totals,240,34,84,.405,0,10,.000,14,23,.609,21,20,41,13,11,5,21,25,82
Utah Jazz
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
malonka01,38:00,10,15,.667,0,0,,7,14,.500,4,10,14,5,2,2,4,3,27
benoida01,37:00,3,9,.333,2,5,.400,0,0,,0,4,4,1,1,1,4,0,8
stockjo01,34:00,6,12,.500,0,2,.000,2,3,.667,0,0,0,9,4,1,3,3,14
malonje01,27:00,4,11,.364,0,0,,0,0,,1,2,3,6,0,0,0,2,8
brownmi01,21:00,4,8,.500,0,0,,1,1,1.000,5,1,6,1,2,0,1,3,9
corbity01,32:00,6,9,.667,0,0,,2,4,.500,1,4,5,2,1,1,2,5,14
krystla01,26:00,6,8,.750,0,0,,4,4,1.000,1,4,5,2,0,0,2,3,16
crottjo01,14:00,2,2,1.000,0,0,,2,2,1.000,0,0,0,3,2,0,1,2,6
eatonma01,8:00,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,1,2,0
austiis01,2:00,2,3,.667,0,0,,0,0,,0,1,1,0,0,0,0,0,4
howarst01,1:00,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,1,1,2
Team Totals,240,44,80,.550,2,7,.286,18,28,.643,13,29,42,29,12,5,19,24,108
