Houston Rockets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
olajuha01,43:00,5,15,.333,0,1,.000,8,11,.727,3,13,16,0,3,8,5,3,18
horryro01,34:00,6,10,.600,0,1,.000,0,4,.000,2,7,9,1,3,5,2,4,12
bullama01,31:00,1,6,.167,1,4,.250,5,5,1.000,0,8,8,1,1,0,2,3,8
maxweve01,30:00,3,12,.250,2,7,.286,5,6,.833,0,4,4,3,0,1,2,6,13
smithke01,30:00,3,7,.429,1,1,1.000,2,4,.500,0,1,1,7,1,0,2,0,9
herreca01,26:00,2,5,.400,0,0,,0,0,,3,3,6,2,0,0,0,4,4
brooksc01,18:00,3,4,.750,1,2,.500,5,5,1.000,0,1,1,2,0,0,2,4,12
floydsl01,18:00,3,6,.500,1,2,.500,2,2,1.000,0,1,1,0,1,0,2,1,9
winchke01,6:00,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0
rollitr01,4:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0
Team Totals,240,26,65,.400,6,18,.333,27,37,.730,8,39,47,16,9,15,18,26,85
Seattle SuperSonics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
kempsh01,40:00,5,15,.333,0,0,,10,12,.833,1,11,12,0,1,2,0,6,20
mckeyde01,34:00,4,11,.364,1,2,.500,2,2,1.000,2,3,5,1,2,1,1,1,11
paytoga01,34:00,2,7,.286,0,0,,1,4,.250,1,3,4,5,1,0,2,2,5
barroda01,27:00,4,9,.444,2,4,.500,0,0,,1,2,3,5,0,0,2,0,10
cagemi01,20:00,0,3,.000,0,0,,2,2,1.000,1,3,4,0,1,0,0,5,2
mcmilna01,33:00,9,11,.818,2,2,1.000,4,4,1.000,4,3,7,5,5,0,4,5,24
piercri01,31:00,4,14,.286,2,3,.667,3,3,1.000,1,2,3,1,0,0,3,1,13
johnsed03,15:00,0,7,.000,0,1,.000,1,4,.250,0,2,2,1,1,0,0,4,1
benjabe01,6:00,0,2,.000,0,0,,3,4,.750,1,0,1,0,0,0,0,1,3
Team Totals,240,28,79,.354,7,12,.583,26,35,.743,12,29,41,18,11,3,12,25,89
