Philadelphia 76ers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
iversal01,42:00,11,19,.579,2,3,.667,5,5,1.000,0,3,3,6,2,0,1,4,29,+2
iguodan01,37:00,6,9,.667,1,2,.500,6,6,1.000,0,9,9,2,1,0,1,2,19,-4
thomake01,33:00,7,13,.538,0,0,,5,5,1.000,2,4,6,3,0,0,1,2,19,-2
salmojo01,26:00,3,7,.429,1,4,.250,1,3,.333,1,3,4,6,2,0,2,4,8,+5
dalemsa01,20:00,0,3,.000,0,0,,3,4,.750,2,2,4,2,0,1,0,1,3,0
korveky01,32:00,2,6,.333,2,5,.400,0,0,,2,5,7,2,1,0,3,2,6,+15
jacksma02,22:00,5,10,.500,0,0,,2,3,.667,4,1,5,1,1,0,5,2,12,+3
willico02,21:00,5,10,.500,0,0,,4,5,.800,2,2,4,1,1,0,1,3,14,+15
ollieke01,7:00,1,3,.333,0,0,,0,0,,0,1,1,1,0,0,1,3,2,+6
Team Totals,240,40,80,.500,6,14,.429,26,31,.839,13,30,43,24,8,1,15,23,112,
Golden State Warriors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
dunlemi02,41:00,6,12,.500,3,7,.429,2,2,1.000,0,7,7,8,1,0,3,3,17,-5
murphtr01,40:00,9,18,.500,4,5,.800,7,10,.700,3,11,14,1,0,1,2,4,29,-6
claxtsp01,35:00,9,13,.692,0,1,.000,3,7,.429,2,1,3,6,2,0,6,3,21,+5
robincl02,34:00,3,9,.333,0,4,.000,0,0,,0,2,2,2,1,0,1,6,6,-2
cheanca01,32:00,2,4,.500,0,0,,0,0,,2,4,6,5,1,0,2,3,4,-1
fishede01,30:00,5,14,.357,4,8,.500,1,1,1.000,0,1,1,0,1,0,3,3,15,-16
foylead01,17:00,3,3,1.000,0,0,,2,4,.500,0,2,2,1,0,3,1,5,8,-6
sesayan01,11:00,1,1,1.000,0,0,,2,2,1.000,0,1,1,1,0,1,0,3,4,-9
Team Totals,240,38,74,.514,11,25,.440,17,26,.654,7,29,36,24,6,5,18,30,104,
