Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
hamilri01,39:00,11,16,.688,0,0,,3,5,.600,1,2,3,5,2,0,5,6,25,-5
mcdyean01,35:00,7,11,.636,0,0,,1,2,.500,2,4,6,3,0,1,4,2,15,+9
billuch01,30:00,5,6,.833,3,4,.750,3,3,1.000,1,2,3,5,1,0,3,1,16,-6
princta01,29:00,4,9,.444,0,1,.000,5,5,1.000,1,4,5,1,0,1,3,4,13,0
wallara01,26:00,3,7,.429,0,1,.000,0,2,.000,1,5,6,5,0,0,2,3,6,-15
delfica01,19:00,6,11,.545,1,2,.500,4,9,.444,1,1,2,3,1,1,1,4,17,-9
campbel01,18:00,2,4,.500,0,0,,5,6,.833,2,2,4,1,1,0,2,2,9,+6
hunteli01,18:00,1,3,.333,0,2,.000,1,2,.500,0,2,2,3,2,1,1,2,3,-4
colemde01,16:00,1,3,.333,0,0,,1,1,1.000,1,5,6,0,0,0,2,2,3,-12
hamda01,10:00,0,0,,0,0,,2,2,1.000,0,0,0,0,1,1,0,3,2,-4
Team Totals,240,40,70,.571,4,10,.400,25,37,.676,10,27,37,26,8,5,23,29,109,
Denver Nuggets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
anthoca01,40:00,11,20,.550,3,3,1.000,9,10,.900,3,4,7,5,4,1,2,6,34,+3
millean02,34:00,5,9,.556,0,1,.000,4,5,.800,0,3,3,6,2,0,1,1,14,-5
martike01,32:00,3,9,.333,0,0,,0,2,.000,1,2,3,2,3,1,0,5,6,+15
buckngr01,20:00,0,2,.000,0,1,.000,2,2,1.000,0,2,2,2,1,0,0,3,2,+14
cambyma01,17:00,2,5,.400,0,0,,0,2,.000,0,7,7,0,1,1,0,2,4,+6
boykiea01,33:00,11,15,.733,2,3,.667,8,8,1.000,1,1,2,6,1,0,4,3,32,-1
whitero02,27:00,6,10,.600,1,1,1.000,0,0,,1,1,2,0,1,0,3,2,13,+3
elsonfr01,19:00,0,3,.000,0,0,,5,6,.833,2,0,2,1,0,0,1,3,5,-3
johnsde03,10:00,2,5,.400,1,2,.500,2,2,1.000,0,0,0,1,0,1,0,1,7,+11
tskitni01,8:00,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,1,0,0,-3
Team Totals,240,40,79,.506,7,11,.636,30,37,.811,8,20,28,23,14,4,12,26,117,
