Phoenix Suns
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
mariosh01,39:33,13,16,.813,1,2,.500,5,7,.714,2,8,10,2,0,0,0,1,32,-9
bellra01,38:12,5,7,.714,2,3,.667,0,0,,1,4,5,2,1,0,0,4,12,-5
nashst01,35:32,4,11,.364,1,5,.200,4,4,1.000,0,2,2,9,0,0,2,1,13,+1
diawbo01,33:25,6,9,.667,0,0,,4,8,.500,2,3,5,5,1,0,6,3,16,-1
jonesja02,13:49,0,3,.000,0,1,.000,0,0,,0,0,0,0,0,1,0,3,0,+3
barbole01,26:49,5,9,.556,0,2,.000,0,0,,0,3,3,5,1,0,2,2,10,-12
thomati01,21:04,2,8,.250,1,5,.200,3,4,.750,0,2,2,0,0,1,0,1,8,-5
grantbr01,19:08,2,6,.333,0,0,,0,0,,1,4,5,0,0,0,0,3,4,+1
houseed01,12:28,3,7,.429,1,3,.333,0,0,,0,1,1,1,0,0,0,0,7,-8
Team Totals,240,40,76,.526,6,21,.286,16,23,.696,6,27,33,24,3,2,10,18,102,
Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
princta01,41:01,10,14,.714,2,2,1.000,1,2,.500,3,5,8,3,1,0,1,2,23,+9
billuch01,40:00,12,23,.522,5,7,.714,6,6,1.000,2,2,4,5,0,0,3,3,35,+12
wallara01,38:06,7,16,.438,1,5,.200,0,0,,3,8,11,2,0,0,2,2,15,+3
wallabe01,36:31,5,7,.714,0,0,,1,6,.167,4,8,12,1,5,3,0,5,11,+14
hamilri01,36:16,4,10,.400,0,0,,4,5,.800,1,3,4,7,2,1,3,4,12,+14
mcdyean01,21:23,3,7,.429,0,0,,0,3,.000,3,3,6,2,0,1,0,2,6,-3
delkto01,13:55,2,8,.250,0,1,.000,0,0,,1,1,2,0,0,0,0,2,4,-7
evansma01,6:59,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,2,3,-2
hunteli01,5:49,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-5
Team Totals,240,44,88,.500,9,17,.529,12,22,.545,17,30,47,21,8,5,9,22,109,
