GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201304200DEN,240,38,92,.413,8,22,.364,11,15,.733,13,42,55,27,4,10,17,21,95,0,0
201304230DEN,240,51,79,.646,14,25,.560,15,20,.750,6,30,36,26,7,4,17,32,131,0,1
201304260GSW,240,42,80,.525,8,20,.400,18,23,.783,12,30,42,26,7,7,21,20,110,1,1
201304280GSW,240,44,79,.557,11,26,.423,16,23,.696,7,22,29,27,13,5,16,26,115,1,1
201304300DEN,240,35,81,.432,11,28,.393,19,25,.760,9,33,42,20,5,9,17,23,100,0,0
201305020GSW,240,31,77,.403,7,25,.280,23,24,.958,13,42,55,17,3,5,19,19,92,1,1
201305060SAS,290,51,100,.510,11,30,.367,14,24,.583,12,43,55,23,8,5,21,29,127,0,0
201305080SAS,240,38,84,.452,11,23,.478,13,20,.650,13,37,50,19,6,4,9,20,100,0,1
201305100GSW,240,35,89,.393,6,19,.316,16,20,.800,16,32,48,20,3,1,11,24,92,1,0
201305120GSW,265,35,92,.380,7,18,.389,20,25,.800,19,46,65,19,6,1,18,26,97,1,1
201305140SAS,240,35,75,.467,6,16,.375,15,23,.652,7,29,36,18,8,5,14,20,91,0,0
201305160GSW,240,33,85,.388,4,16,.250,12,19,.632,11,29,40,18,7,3,12,25,82,1,0
