GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201304210IND,240,35,78,.449,7,19,.368,30,34,.882,15,33,48,23,8,4,14,19,107,1,1
201304240IND,240,41,87,.471,10,25,.400,21,29,.724,15,32,47,22,10,5,10,19,113,1,1
201304270ATL,240,22,81,.272,4,25,.160,21,28,.750,17,35,52,10,6,5,22,27,69,0,0
201304290ATL,240,32,84,.381,7,23,.304,20,25,.800,15,30,45,22,8,4,13,28,91,0,0
201305010IND,240,35,69,.507,7,19,.368,29,35,.829,8,43,51,24,2,2,16,30,106,1,1
201305030ATL,240,32,76,.421,3,15,.200,14,21,.667,7,46,53,17,7,9,15,20,81,0,1
201305050NYK,240,37,76,.487,8,23,.348,20,26,.769,11,33,44,21,3,8,16,21,102,0,1
201305070NYK,240,30,66,.455,8,25,.320,11,18,.611,7,28,35,19,4,5,21,18,79,0,0
201305110IND,240,28,80,.350,10,33,.303,16,23,.696,18,35,53,14,7,1,17,23,82,1,1
201305140IND,240,31,76,.408,8,25,.320,23,30,.767,16,38,54,17,4,8,12,18,93,1,1
201305160NYK,240,25,69,.362,6,19,.316,19,33,.576,12,31,43,12,6,3,19,18,75,0,0
201305180IND,240,34,67,.507,4,15,.267,34,46,.739,11,32,43,17,4,7,9,16,106,1,1
201305220MIA,265,37,83,.446,4,14,.286,24,32,.750,17,26,43,18,10,2,20,30,102,0,0
201305240MIA,240,33,66,.500,5,12,.417,26,32,.813,11,28,39,18,6,3,13,23,97,0,1
201305260IND,240,29,73,.397,8,14,.571,30,44,.682,18,27,45,16,1,3,10,25,96,1,0
201305280IND,240,35,70,.500,3,14,.214,26,33,.788,15,34,49,18,3,5,12,25,99,1,1
201305300MIA,240,31,69,.449,5,13,.385,12,15,.800,6,27,33,11,6,5,17,19,79,0,0
201306010IND,240,37,74,.500,6,11,.545,11,18,.611,15,38,53,19,5,3,18,19,91,1,1
201306030MIA,240,28,69,.406,6,20,.300,14,20,.700,8,29,37,14,3,3,21,28,76,0,0
