GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201304200LAC,240,33,71,.465,5,12,.417,20,25,.800,4,19,23,22,3,1,7,29,91,0,0
201304220LAC,240,33,73,.452,2,11,.182,23,34,.676,8,30,38,16,8,5,12,21,91,0,0
201304250MEM,240,31,80,.388,4,16,.250,28,38,.737,17,28,45,18,11,3,10,22,94,1,1
201304270MEM,240,39,77,.506,4,12,.333,22,29,.759,13,32,45,25,3,6,13,20,104,1,1
201304300LAC,240,37,85,.435,3,10,.300,26,33,.788,14,28,42,19,7,7,7,25,103,0,1
201305030MEM,240,36,71,.507,8,19,.421,38,47,.809,6,28,34,27,7,3,10,26,118,1,1
201305050OKC,240,35,82,.427,7,19,.368,14,24,.583,8,33,41,13,5,2,11,22,91,0,0
201305070OKC,240,36,86,.419,4,15,.267,23,32,.719,16,27,43,22,13,2,10,23,99,0,1
201305110MEM,240,30,74,.405,4,14,.286,23,28,.821,5,39,44,16,5,6,11,19,87,1,1
201305130MEM,265,36,89,.404,6,17,.353,25,29,.862,13,28,41,18,8,7,7,23,103,1,1
201305150OKC,240,30,81,.370,3,14,.214,25,29,.862,8,38,46,18,8,4,9,17,88,0,1
201305190SAS,240,32,74,.432,5,12,.417,14,20,.700,10,25,35,20,5,6,12,17,83,0,0
201305210SAS,265,33,97,.340,5,17,.294,18,26,.692,19,41,60,19,9,6,10,22,89,0,0
201305250MEM,265,38,97,.392,7,20,.350,10,18,.556,19,29,48,18,10,6,10,24,93,1,0
201305270MEM,240,32,86,.372,5,14,.357,17,24,.708,16,25,41,19,7,5,13,22,86,1,0
