Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
hamilri01,37:55,7,18,.389,1,2,.500,5,5,1.000,2,5,7,9,1,0,2,2,20,+19
wallara01,33:29,6,15,.400,3,7,.429,1,1,1.000,0,8,8,3,0,2,5,3,16,+17
mcdyean01,31:48,5,8,.625,0,0,,0,0,,4,4,8,0,0,1,0,2,10,+3
princta01,31:28,3,7,.429,0,2,.000,5,5,1.000,0,1,1,5,0,0,0,2,11,+8
billuch01,28:50,5,9,.556,4,5,.800,2,3,.667,0,0,0,2,0,1,3,2,16,+6
maxieja01,25:23,5,7,.714,0,0,,5,8,.625,5,2,7,0,0,0,0,4,15,+12
stuckro01,22:44,1,4,.250,0,0,,0,0,,0,1,1,3,3,0,1,3,2,+3
hayesja01,14:15,4,6,.667,3,5,.600,1,2,.500,0,2,2,0,1,0,0,4,12,+8
afflaar01,6:31,0,0,,0,0,,2,2,1.000,0,0,0,0,1,0,1,1,2,-2
johnsam01,2:40,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,1,0,2,-3
brezepr01,2:40,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,-3
herrmwa01,2:17,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-3
Team Totals,240,37,76,.487,11,22,.500,21,26,.808,11,26,37,23,6,4,13,24,106,
Washington Wizards
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
butleca01,45:20,7,14,.500,0,2,.000,8,8,1.000,2,5,7,6,2,0,5,2,22,-16
jamisan01,42:42,9,18,.500,1,6,.167,2,2,1.000,0,9,9,0,0,0,1,1,21,-14
haywobr01,37:30,5,9,.556,0,0,,5,5,1.000,4,6,10,0,0,1,2,4,15,-3
daniean01,35:21,6,9,.667,1,2,.500,5,5,1.000,0,1,1,2,0,0,1,1,18,-4
stevede01,34:00,2,7,.286,2,5,.400,3,4,.750,2,1,3,4,0,0,0,2,9,-4
masonro01,16:27,1,3,.333,1,2,.500,1,2,.500,0,1,1,1,0,1,1,2,4,-19
blatcan01,15:48,0,3,.000,0,0,,1,2,.500,0,3,3,0,2,0,3,2,1,-9
youngni01,10:12,0,3,.000,0,1,.000,3,4,.750,0,0,0,0,0,0,1,4,3,+1
mcguido01,2:40,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+3
Team Totals,240,30,67,.448,5,18,.278,28,32,.875,8,27,35,13,4,2,14,18,93,
