Toronto Raptors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
parkean01,41:42,8,12,.667,4,6,.667,3,3,1.000,1,1,2,1,2,0,3,0,23,+6
bargnan01,39:52,7,14,.500,3,6,.500,3,3,1.000,0,7,7,7,0,1,2,4,20,+11
caldejo01,38:46,8,10,.800,3,4,.750,5,5,1.000,0,2,2,13,3,0,4,1,24,+12
boshch01,38:13,8,11,.727,0,0,,7,7,1.000,1,6,7,1,0,1,7,4,23,-5
moonja01,25:47,2,9,.222,0,0,,0,0,,0,3,3,3,2,0,1,1,4,+9
delfica01,22:13,5,7,.714,5,5,1.000,0,0,,1,2,3,2,1,0,0,4,15,-7
nestera01,13:44,2,3,.667,0,0,,1,1,1.000,1,1,2,3,0,0,0,3,5,+1
dixonju01,9:38,0,1,.000,0,0,,0,0,,0,1,1,2,0,0,1,2,0,-13
kaponja01,6:30,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-6
humphkr01,3:35,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+2
Team Totals,240,40,69,.580,15,21,.714,19,19,1.000,4,25,29,32,8,2,18,20,114,
Boston Celtics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
piercpa01,41:05,8,20,.400,3,9,.333,0,0,,1,4,5,9,1,0,4,2,19,-1
allenra02,38:34,7,16,.438,3,7,.429,2,2,1.000,4,2,6,4,2,0,1,4,19,-5
garneke01,37:17,11,16,.688,0,0,,4,4,1.000,0,7,7,5,2,1,2,0,26,-9
rondora01,32:42,7,13,.538,0,0,,0,1,.000,2,4,6,4,2,0,1,0,14,-9
perkike01,28:59,1,2,.500,0,0,,2,4,.500,1,2,3,2,1,2,3,5,4,-7
allento01,16:32,5,8,.625,0,0,,5,6,.833,3,1,4,2,2,2,1,2,15,-3
houseed01,15:39,2,9,.222,0,4,.000,0,0,,1,0,1,4,1,0,0,0,4,+12
scalabr01,11:51,1,2,.500,1,1,1.000,0,0,,3,2,5,0,0,0,0,2,3,+8
davisgl01,11:35,2,3,.667,0,0,,4,5,.800,1,1,2,0,0,0,0,2,8,-1
powele01,5:46,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,+5
Team Totals,240,44,89,.494,7,21,.333,17,22,.773,16,23,39,30,11,5,12,19,112,
