Memphis Grizzlies
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
swiftst01,35:00,6,13,.462,0,0,,4,5,.800,2,3,5,1,0,2,3,2,16,-21
battish01,33:00,7,11,.636,4,5,.800,0,0,,2,3,5,3,3,1,1,1,18,-14
willija02,33:00,4,11,.364,1,4,.250,0,0,,0,4,4,7,0,0,0,2,9,-14
persowe01,33:00,3,10,.300,1,4,.250,0,0,,0,7,7,1,1,0,3,1,7,-14
gasolpa01,32:00,4,13,.308,0,0,,1,2,.500,0,1,1,3,3,3,2,3,9,-20
wrighlo02,20:00,3,10,.300,0,0,,3,6,.500,3,5,8,0,0,0,2,0,9,+1
batismi01,15:00,2,3,.667,1,1,1.000,1,2,.500,0,2,2,1,3,0,2,2,6,-2
watsoea01,15:00,2,7,.286,0,2,.000,0,0,,0,1,1,3,0,0,0,1,4,-2
knighbr01,15:00,1,6,.167,0,0,,0,0,,1,1,2,2,2,0,1,1,2,-2
humphry01,9:00,0,1,.000,0,0,,0,0,,1,2,3,1,0,0,0,2,0,+8
Team Totals,240,32,85,.376,7,16,.438,9,15,.600,9,29,38,22,12,6,14,15,80,
Minnesota Timberwolves
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
szczewa02,42:00,7,16,.438,1,5,.200,1,2,.500,0,5,5,3,2,2,3,3,16,+16
peelean01,40:00,3,8,.375,1,3,.333,0,0,,1,5,6,6,2,1,5,1,7,+20
hudsotr01,39:00,5,11,.455,1,3,.333,1,1,1.000,1,3,4,4,2,0,2,1,12,+21
garneke01,38:00,14,26,.538,0,0,,1,4,.250,5,14,19,6,1,1,1,2,29,+23
smithjo02,14:00,4,6,.667,0,0,,2,2,1.000,5,1,6,0,1,0,0,4,10,+10
jacksma02,34:00,4,9,.444,0,0,,2,2,1.000,2,10,12,2,1,0,1,1,10,+6
gillke01,14:00,3,7,.429,0,0,,2,2,1.000,0,1,1,0,1,0,1,1,8,-4
trentga01,9:00,2,5,.400,0,0,,0,0,,2,1,3,0,0,0,1,2,4,-5
stricro02,5:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-3
wilksmi01,4:00,0,0,,0,0,,0,0,,0,0,0,1,0,0,2,1,0,-2
woodslo01,1:00,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,-2
Team Totals,240,42,89,.472,3,12,.250,9,13,.692,16,42,58,22,10,4,17,18,96,
