Golden State Warriors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
starkjo01,35:00,3,9,.333,1,4,.250,3,4,.750,1,3,4,3,0,0,3,1,10
marshdo01,34:00,6,13,.462,0,3,.000,6,6,1.000,3,4,7,1,1,2,1,5,18
dampier01,27:00,2,6,.333,0,0,,3,5,.600,2,7,9,1,2,2,2,4,7
colesbi01,25:00,5,8,.625,1,1,1.000,0,0,,0,0,0,3,0,0,4,4,11
jamisan01,13:00,0,1,.000,0,0,,1,2,.500,0,2,2,1,1,0,1,1,1
millsch01,33:00,5,13,.385,1,3,.333,4,4,1.000,0,9,9,1,0,1,1,3,15
cummite01,23:00,6,11,.545,0,0,,6,6,1.000,1,2,3,2,0,0,2,2,18
boguemu01,23:00,1,1,1.000,0,0,,4,4,1.000,1,2,3,6,2,0,3,1,6
foylead01,19:00,2,2,1.000,0,0,,1,1,1.000,0,4,4,1,0,0,2,2,5
ferredu01,8:00,0,2,.000,0,0,,0,0,,1,0,1,0,1,1,1,1,0
Team Totals,240,30,66,.455,3,11,.273,28,32,.875,9,33,42,19,7,6,20,24,91
Vancouver Grizzlies
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
abdursh01,37:00,5,19,.263,0,2,.000,10,12,.833,4,2,6,1,2,0,2,1,20
bibbymi01,37:00,3,9,.333,0,2,.000,0,0,,1,1,2,10,4,0,2,1,6
masseto01,36:00,5,13,.385,0,0,,4,6,.667,2,4,6,0,1,2,1,5,14
lopezfe01,36:00,2,6,.333,0,0,,7,10,.700,0,4,4,2,1,0,2,5,11
parksch02,34:00,2,3,.667,0,0,,3,6,.500,4,7,11,1,2,0,1,5,7
smithmi02,22:00,5,7,.714,0,0,,0,1,.000,4,2,6,0,2,0,3,5,10
hendejr01,11:00,1,5,.200,0,1,.000,0,0,,1,2,3,0,0,0,1,0,2
wheatde01,11:00,0,2,.000,0,0,,0,0,,0,0,0,0,2,0,0,0,0
rhodero01,9:00,2,7,.286,0,0,,0,0,,1,0,1,1,1,1,0,0,4
deherte01,4:00,2,4,.500,2,3,.667,0,0,,0,0,0,0,0,0,0,1,6
chilcpe01,3:00,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,1,0,0,3
Team Totals,240,28,76,.368,3,9,.333,24,35,.686,17,22,39,15,15,4,12,23,83
